 variable,  slope,  intercept,  r_value,  r_squared,  p_value,  std_err 
In_cloud_ice_div_S_at_14km_HM_off,-56.2068883000105,8.765514831005849,-0.784028706061065,0.6147010119277879,0.11650182907078552,25.691880040681273
In_cloud_ice_div_S_at_14km_all_HM_on_off,-40.33963468315434,4.2002421734892375,-0.518277075591115,0.26861112708327833,0.1248600962824423,23.53418387254793
In_cloud_ice_divG_at_3km_HM_on,0.0,0.0,0.0,0.0,1.0,0.0
In_cloud_ice_divG_at_3km_HM_off,0.0,0.0,0.0,0.0,1.0,0.0
In_cloud_ice_divG_at_3km_all_HM_on_off,0.0,0.0,0.0,0.0,1.0,0.0
In_cloud_ice_divG_at_4km_HM_on,1.984587897094351e-11,6.897951932366513e-12,0.4842494362474984,0.23449751650602,0.4084596166172035,2.070207555898392e-11
In_cloud_ice_divG_at_4km_HM_off,4.4471482790081276e-11,1.5174964853583617e-11,0.47508964591050035,0.2257101716513646,0.4186929019092167,4.7555110408482695e-11
In_cloud_ice_divG_at_4km_all_HM_on_off,3.21586808805124e-11,1.1036458501395285e-11,0.4385565767923656,0.19233187104783805,0.2048521451108293,2.3299364583117982e-11
In_cloud_ice_divG_at_5km_HM_on,0.005850769841090491,0.002503534216584121,0.5059279181616535,0.25596305837538474,0.3844787379482778,0.005759184488100974
In_cloud_ice_divG_at_5km_HM_off,0.005449858063221569,0.0018635165696826918,0.4754947702249423,0.22609527651127068,0.41823906877136835,0.005821334677426069
In_cloud_ice_divG_at_5km_all_HM_on_off,0.005650313952156031,0.0021835253349257455,0.4831511993930992,0.23343508147499029,0.15718799239603787,0.0036200868847773376
In_cloud_ice_divG_at_6km_HM_on,-0.001408916940703414,0.024050295118297482,-0.24765633640791396,0.061333660962989846,0.68792783164296,0.0031822254280176464
In_cloud_ice_divG_at_6km_HM_off,0.009585037363907206,0.0033549344664461625,0.510021961278248,0.26012240098611067,0.3799886726846833,0.009333064024565248
In_cloud_ice_divG_at_6km_all_HM_on_off,0.004088060211601898,0.013702613570010944,0.04817481599713483,0.0023208128963577977,0.8948618224859145,0.029967304576513143
In_cloud_ice_divG_at_8km_HM_on,-0.10651877662202731,0.0041779674877589,-0.8478545727583028,0.7188573765471642,0.06959113609816567,0.03845984434848729
In_cloud_ice_divG_at_8km_HM_off,-1.5129104451735924,-0.1710666018455963,-0.9304380326967205,0.8657149326885436,0.02179251946339401,0.34401628382371646
In_cloud_ice_divG_at_8km_all_HM_on_off,-0.8097146108978098,-0.08344431904156385,-0.6676810703817915,0.4457980117461748,0.03488610304919725,0.3191919710948866
In_cloud_ice_divG_at_10km_HM_on,-7.8802149359618365,-0.6218726006758881,-0.9764218508292685,0.9533996307768542,0.0043306836699843225,1.0058532534573326
In_cloud_ice_divG_at_10km_HM_off,-24.367995212497526,-1.81384148423626,-0.9753030077769002,0.9512159569786681,0.0046417796928974984,3.1860934132681575
In_cloud_ice_divG_at_10km_all_HM_on_off,-16.124105074229682,-1.2178568934444627,-0.8043905618759375,0.6470441760350865,0.005020868849761433,4.210404644155639
In_cloud_ice_divG_at_12km_HM_on,-18.145458397866598,-0.810387856209958,-0.9914849049483432,0.9830423167404251,0.0009420254184457843,1.3759557568538157
In_cloud_ice_divG_at_12km_HM_off,-46.07278336740093,-2.12395772925929,-0.9922320321313836,0.9845244055875749,0.0008208963097547066,3.33498779444713
In_cloud_ice_divG_at_12km_all_HM_on_off,-32.10912088263377,-1.4671729119439156,-0.8340311992913758,0.6956080413914106,0.0027030845287950825,7.5096156904046065
In_cloud_ice_divG_at_14km_HM_on,-36.696667200202754,-0.80251459991252,-0.9939547288815774,0.9879460030660501,0.000563719847641257,2.340264420563255
In_cloud_ice_divG_at_14km_HM_off,-79.10529858164074,0.9678466040487006,-0.9440995213301661,0.8913239061758487,0.01573191792130886,15.94755759685218
In_cloud_ice_divG_at_14km_all_HM_on_off,-57.90098289092174,0.08266624048666849,-0.775708171528226,0.6017231673756637,0.008361655461602481,16.654634205198118
In_cloud_SplusG_at_3km_HM_on,9.956253391764135e-08,4.154473219411733e-07,0.31358848872703277,0.09833774026210436,0.6073707631263694,1.740592659430922e-07
In_cloud_SplusG_at_3km_HM_off,5.195054837190932e-07,8.668770897539031e-07,0.3049846891215972,0.0930156605985973,0.6177883005951351,9.36593987708525e-07
In_cloud_SplusG_at_3km_all_HM_on_off,3.095340088183672e-07,6.411621916366835e-07,0.1698499103566622,0.028848992048166183,0.638987807653111,6.349527953480646e-07
In_cloud_SplusG_at_4km_HM_on,5.941889270833849e-06,1.32110511710295e-05,0.7602719082842343,0.5780133745261512,0.13571990250205157,2.9311924033536007e-06
In_cloud_SplusG_at_4km_HM_off,2.4708962972859965e-05,1.7760814846546235e-05,0.9110883339681536,0.8300819522928657,0.03139738676959639,6.4543596313257276e-06
In_cloud_SplusG_at_4km_all_HM_on_off,1.5325426121846908e-05,1.5485932554040518e-05,0.7588809776734071,0.5759003382745462,0.010924128126739848,4.6497313546649265e-06
In_cloud_SplusG_at_5km_HM_on,-2.5984252511983322e-05,0.0002153862011501872,-0.41450607071967077,0.17181528266346072,0.4877631245149931,3.293686890546079e-05
In_cloud_SplusG_at_5km_HM_off,1.3748969621016554e-05,0.00017566140952853277,0.12613562885421922,0.01591019686644934,0.8398260167477363,6.242939326743504e-05
In_cloud_SplusG_at_5km_all_HM_on_off,-6.11764144548338e-06,0.00019552382716723284,-0.03128504881826806,0.0009787542795614158,0.931630898455037,6.910183035996474e-05
In_cloud_SplusG_at_6km_HM_on,-4.133461938074081e-05,0.0002563542247082883,-0.4343859014554454,0.18869111138325995,0.46484504631275175,4.948467375194087e-05
In_cloud_SplusG_at_6km_HM_off,-2.0380804414189906e-05,0.0001892198991768008,-0.11294409725197888,0.012756369104064462,0.8565014347770488,0.00010351643947655662
In_cloud_SplusG_at_6km_all_HM_on_off,-3.085771189746535e-05,0.00022278705466658694,-0.10349720405680946,0.010711671247576856,0.7760094434040503,0.00010484592402251945
In_cloud_SplusG_at_8km_HM_on,8.707260803017862e-05,0.0003448291525445598,0.9427566625435928,0.8887901247703337,0.016298838753121023,1.7782507146407558e-05
In_cloud_SplusG_at_8km_HM_off,6.276599237845834e-05,0.0002559459008714022,0.5525646471140216,0.3053276892402433,0.33410573735182764,5.466013137294645e-05
In_cloud_SplusG_at_8km_all_HM_on_off,7.491930020431848e-05,0.00030038755581181145,0.23068410635557873,0.05321515692507196,0.5213854840400894,0.00011172662846823094
In_cloud_SplusG_at_10km_HM_on,0.00018536582159322192,0.00022196287685325504,0.9716311042090208,0.944067002666441,0.005711376190013522,2.6049636673772796e-05
In_cloud_SplusG_at_10km_HM_off,0.00014454132529773003,0.0001490315506832594,0.9051963514704806,0.8193804347154698,0.034537998017965164,3.91805931669705e-05
In_cloud_SplusG_at_10km_all_HM_on_off,0.000164953573445476,0.000185497199216342,0.5581343919996105,0.3115139995327748,0.0935994338159589,8.670127962732972e-05
In_cloud_SplusG_at_12km_HM_on,0.00011928356536660992,0.00010281700047361027,0.9324743578122175,0.8695084279773075,0.020849155047669606,2.6679293076737317e-05
In_cloud_SplusG_at_12km_HM_off,8.177626444447246e-05,6.0258792537194276e-05,0.9008642961915555,0.8115564801527066,0.036907379347859884,2.2750862701098442e-05
In_cloud_SplusG_at_12km_all_HM_on_off,0.00010052991490554119,8.153789832439168e-05,0.5917355785982178,0.35015099497896757,0.07153792992876128,4.8420455234319764e-05
In_cloud_SplusG_at_14km_HM_on,4.4615862054697576e-05,3.186035313293966e-05,0.8272017920694865,0.68426280480297,0.08395621481768768,1.7497663813082063e-05
In_cloud_SplusG_at_14km_HM_off,1.95563207321105e-05,1.5948612673407522e-05,0.8477828861860125,0.7187358221098854,0.06963953753092658,7.063160746567929e-06
In_cloud_SplusG_at_14km_all_HM_on_off,3.2086091393404045e-05,2.3904482448426244e-05,0.5559110171438492,0.309037058981909,0.09519527846588191,1.6962658518057807e-05
