C86,M92,D10_38_10,N12,A13,D10_38_5,D10_30_5,D10_38_3
-0.132025522499,-0.0677250335028,-0.115953847228,-0.224530247144,-0.450797672216,-0.129742948236,-0.143377970505,-0.138794010995
