Flight/sample#,,20150812_b922_filter4_068l,,,,,,,,,,,
Total flow (litres),,,68,,,,,,,,,,
Total area (um2/cm3),,,511.214803459,73.1749003102,,,,,,,,,
Area for d>0.5um (um2/cm3),,,483.0648489787,73.1744340859,,,,,,,,,
Total number (um2/cm3),,,41.7786131218,13.5841677208,,,,,,,,,
Number for d>0.5um (um2/cm3),,,1.5885679611,3.1117392658,,,,,,,,,
T,f,K,inp_air,kj,kj lower_95,kj upper_95,kj lower error,kj upper error,inp_air lower error,inp_air upper error,ns (m2) (total),ns upper error,ns lower error
-21.46,0.1927710843,182474.051103688,3.36E+03,0.2141479884,0.1868,0.2567,0.0273479884,0.0425520116,1098.9413664555,1251.9066829236,6565814.47676979,2.62E+06,2346132.70872064
-21.46,0.2048192771,197511.928468228,3.63E+03,0.2291858658,0.201,0.2696,0.0281858658,0.0404141342,1167.1298942493,1282.9771755285,7106910.11367152,2.71E+06,2499435.87045676
-21.55,0.2168674699,211731.167402266,3.89E+03,0.2444533379,0.2111,0.2901,0.0333533379,0.0456466621,1272.9171301985,1396.0394384277,7618549.35375562,2.94E+06,2718316.4188475
-21.62,0.2289156627,226396.135928074,4.16E+03,0.2599575244,0.2271,0.3122,0.0328575244,0.0522424756,1331.1652903491,1526.4938192399,8146226.91703504,3.21E+06,2853084.06331761
-21.74,0.2409638554,240655.453775128,4.43E+03,0.2757058814,0.2385,0.3278,0.0372058814,0.0520941186,1432.0217874984,1581.311341603,8659308.28385278,3.33E+06,3063188.61007444
-21.87,0.2530120482,254968.025780099,4.69E+03,0.2917062228,0.2505,0.3442,0.0412062228,0.0524937772,1531.6024115293,1644.2848415553,9174305.85146117,3.47E+06,3271169.84773533
-22.08,0.265060241,268328.784136673,4.94E+03,0.3079667436,0.2631,0.3705,0.0448667436,0.0625332564,1629.5369692106,1815.8726726098,9655055.08735319,3.81E+06,3474280.37636407
-22.18,0.2771084337,283397.878185143,5.21E+03,0.3244960456,0.2831,0.389,0.0413960456,0.0645039544,1664.8427492446,1897.2919700807,10197273.9686506,3.99E+06,3568784.98329537
-22.42,0.2891566265,296477.239116128,5.45E+03,0.3413031639,0.2973,0.4085,0.0440031639,0.0671968361,1754.9844523307,1988.1279274617,10667897.9112229,4.18E+06,3757258.01294242
-22.49,0.3012048193,312422.032252313,5.75E+03,0.3583975973,0.3122,0.429,0.0461975973,0.0706024027,1842.8036271204,2088.1619434141,11241626.3562782,4.39E+06,3947595.73314389
-22.5,0.313253012,329647.15117374,6.06E+03,0.37578934,0.3199,0.4505,0.05588934,0.07471066,1999.1237016514,2197.3191922463,11861423.7164745,4.62E+06,4263206.92874421
-22.61,0.3253012048,345473.525407491,6.35E+03,0.3934889171,0.3359,0.4731,0.0575889171,0.0796110829,2084.5099949909,2316.7916115446,12430891.1910564,4.87E+06,4448886.54392919
-22.75,0.3373493976,360997.568958112,6.64E+03,0.4115074226,0.3528,0.4848,0.0587074226,0.0732925774,2165.9010813532,2311.3969952972,12989480.1480405,4.89E+06,4626797.83990178
-22.8,0.3493975904,378424.764849584,6.96E+03,0.4298565612,0.3705,0.5091,0.0593565612,0.0792434388,2244.6431242412,2443.5747678562,13616548.6785063,5.16E+06,4803955.57877875
-22.85,0.3614457831,396178.127111402,7.29E+03,0.4485486942,0.389,0.5346,0.0595486942,0.0860513058,2321.1927474204,2587.1994720567,14255353.3866,5.46E+06,4977968.67664117
-22.91,0.3734939759,414077.15138666,7.62E+03,0.4675968892,0.3987,0.5479,0.0688968892,0.0803031108,2481.426329453,2594.8611138974,14899399.3317398,5.51E+06,5301837.53130202
-22.91,0.3855421687,433495.237243762,7.97E+03,0.4870149751,0.4186,0.5753,0.0684149751,0.0882850249,2553.6143784221,2752.1779319907,15598104.4268509,5.83E+06,5471458.92026526
-23.01,0.3975903614,451326.271018429,8.30E+03,0.5068176024,0.429,0.6042,0.0778176024,0.0973823976,2719.5317494669,2925.0084887631,16239703.9254391,6.18E+06,5805441.8184553
-23.01,0.4096385542,471528.978335948,8.67E+03,0.5270203097,0.4505,0.6191,0.0765203097,0.0920796903,2786.1935674046,2941.1739235245,16966641.4125667,6.24E+06,5966750.7321214
-23.05,0.421686747,491339.439176101,9.04E+03,0.5476395969,0.4731,0.6502,0.0745395969,0.1025604031,2850.068365268,3130.8156945587,17679465.0156435,6.63E+06,6122555.74785462
-23.12,0.4337349398,510948.931127398,9.40E+03,0.5686930061,0.4848,0.6828,0.0838930061,0.1141069939,3018.8628655562,3337.3253791528,18385057.3196296,7.04E+06,6465113.09367599
-23.15,0.4457831325,531825.033229514,9.78E+03,0.5901992113,0.4968,0.6997,0.0933992113,0.1095007887,3194.1516384722,3362.7425370535,19136225.0203056,7.13E+06,6822199.89652081
-23.31,0.4578313253,550325.420311932,1.01E+04,0.612178118,0.5217,0.7347,0.090478118,0.122521882,3251.3020311277,3588.9268191755,19801909.3112877,7.57E+06,6962973.15282809
-23.59,0.4698795181,566204.683659154,1.04E+04,0.6346509739,0.5346,0.7529,0.1000509739,0.1182490261,3430.9423877116,3621.5404300824,20373279.8515646,7.66E+06,7317551.3581736
-23.67,0.4819277108,587184.351799783,1.08E+04,0.6576404921,0.5614,0.7907,0.0962404921,0.1330595079,3483.7777484896,3872.1265666838,21128174.0842646,8.16E+06,7455629.39640808
-23.71,0.4939759036,609687.899913633,1.12E+04,0.6811709895,0.5753,0.8102,0.1058709895,0.1290290105,3667.5700958284,3910.4602707855,21937900.8431704,8.27E+06,7831360.19404401
-23.76,0.5060240964,632480.689878685,1.16E+04,0.7052685411,0.6042,0.8303,0.1010685411,0.1250314589,3716.2155115802,3955.1876568581,22758035.1549442,8.39E+06,7965906.00333465
-23.76,0.5180722892,657173.302469057,1.21E+04,0.7299611537,0.6191,0.8719,0.1108611537,0.1419388463,3905.1485311025,4231.8444610698,23646529.2297703,8.94E+06,8355249.27473357
-23.94,0.5301204819,677593.634397823,1.25E+04,0.7552789617,0.6345,0.8935,0.1207789617,0.1382210383,4100.0327834864,4282.3847679668,24381297.3252194,9.07E+06,8746586.22395926
-24.21,0.5421686747,695598.179547182,1.28E+04,0.7812544481,0.6663,0.9383,0.1149544481,0.1570455519,4144.4538375928,4588.0640784903,25029140.1416325,9.66E+06,8863406.19084443
-24.21,0.5542168675,722266.426629344,1.33E+04,0.8079226952,0.6828,0.9615,0.1251226952,0.1535773048,4345.6515734025,4644.1362158498,25988721.855871,9.82E+06,9278969.6250181
-24.26,0.5662650602,748101.939979461,1.38E+04,0.8353216693,0.6997,0.9853,0.1356216693,0.1499783307,4555.0161437159,4704.8428099022,26918339.9935896,9.98E+06,9707598.5864978
-24.28,0.578313253,775639.471089125,1.43E+04,0.8634925463,0.7347,1.0347,0.1287925463,0.1712074537,4597.1052982549,5043.6948191792,27909200.4437234,1.06E+07,9839944.83386765
-24.3,0.5903614458,803989.063065912,1.48E+04,0.8924800832,0.7529,1.0604,0.1395800832,0.1679199168,4813.7846643995,5110.8883496622,28929280.6155936,1.08E+07,10286646.2282468
-24.3,0.6024096386,833842.026215593,1.53E+04,0.9223330463,0.7716,1.1135,0.1507330463,0.1911669537,5039.4292738929,5483.9297732338,30003455.3622883,1.16E+07,10752650.9030747
-24.36,0.6144578313,862671.920782936,1.59E+04,0.953104705,0.7907,1.1411,0.162404705,0.187995295,5275.7750453295,5555.8866732241,31040817.8692808,1.17E+07,11235907.1234885
-24.46,0.6265060241,891089.199723605,1.64E+04,0.9848534033,0.8303,1.1693,0.1545534033,0.1844465967,5317.1923066304,5630.4019646645,32063333.5657895,1.19E+07,11368659.7685834
-24.46,0.6385542169,923879.022546595,1.70E+04,1.0176432261,0.8509,1.2279,0.1667432261,0.2102567739,5564.5802976193,6042.7851883686,33243182.9311087,1.27E+07,11879643.900474
-24.48,0.6506024096,957099.705681233,1.76E+04,1.0515447778,0.8719,1.2583,0.1796447778,0.2067552222,5825.5375528857,6122.2048886605,34438535.5904829,1.30E+07,12415996.5457436
-24.7,0.6626506024,984367.130327198,1.81E+04,1.0866360976,0.9156,1.3214,0.1710360976,0.2347639024,5871.7341000436,6574.7668458292,35419677.0207402,1.38E+07,12555038.4436529
-24.7,0.6746987952,1020734.77449807,1.88E+04,1.1230037418,0.9383,1.3541,0.1847037418,0.2310962582,6147.7783999138,6657.4911751602,36728264.2041718,1.40E+07,13124753.0635191
-24.78,0.686746988,1055472.0866585,1.94E+04,1.1607440698,0.9615,1.422,0.1992440698,0.2612559302,6440.3632266767,7151.2729964011,37978188.4848435,1.50E+07,13720985.3690693
-24.86,0.6987951807,1091601.60373031,2.01E+04,1.1999647829,0.9853,1.4572,0.2146647829,0.2572352171,6750.2066163482,7236.2036543146,39278207.33571,1.52E+07,14351371.732416
-24.91,0.7108433735,1130445.67427747,2.08E+04,1.2407867774,1.0347,1.4933,0.2060867774,0.2525132226,6813.082728093,7322.719606304,40675901.7431757,1.55E+07,14543545.9567058
-24.95,0.7228915663,1171396.9871661,2.15E+04,1.2833463919,1.0604,1.5682,0.2229463919,0.2848536081,7148.5496238031,7857.3964828132,42149419.3276245,1.65E+07,15229477.1287625
-24.99,0.734939759,1214217.00604662,2.23E+04,1.3277981544,1.0866,1.607,0.2411981544,0.2792018456,7508.9473889726,7942.0476483192,43690177.0307648,1.67E+07,15964334.8388037
-25.24,0.7469879518,1249985.81115569,2.30E+04,1.3743181701,1.1411,1.6875,0.2332181701,0.3131818299,7597.3631195859,8514.9102099489,44977216.6782184,1.79E+07,16195951.664227
-25.24,0.7590361446,1298775.97532512,2.39E+04,1.4231083342,1.1693,1.7293,0.2538083342,0.3061916658,7997.1316170336,8595.339193922,46732793.2343919,1.81E+07,17013591.1547224
-25.32,0.7710843373,1346418.38664476,2.48E+04,1.4744016286,1.1983,1.816,0.2761016286,0.3415983714,8428.8233452253,9205.1233850206,48447071.1388865,1.93E+07,17886819.7783432
-25.44,0.7831325301,1394807.29534732,2.57E+04,1.5284688499,1.2583,1.861,0.2701688499,0.3325311501,8563.1816104134,9276.0810073096,50188209.6479114,1.95E+07,18226157.5211009
-25.71,0.7951807229,1438251.29957223,2.65E+04,1.5856272637,1.2895,1.9543,0.2961272637,0.3686727363,9055.784291903,9915.9386235094,51751419.705141,2.08E+07,19200726.2877858
-25.74,0.8072289157,1497267.75544728,2.75E+04,1.6462518856,1.3541,2.0522,0.2921518856,0.4059481144,9235.498196411,10591.2373058106,53874960.5483917,2.21E+07,19642855.9915267
-25.87,0.8192771084,1554632.30285137,2.86E+04,1.7107904067,1.3877,2.103,0.3230904067,0.3922095933,9810.453719898,10628.920537952,55939062.1207577,2.23E+07,20793929.2211943
-25.99,0.8313253012,1616696.81004745,2.97E+04,1.7797832782,1.4572,2.2085,0.3225832782,0.4287167218,10057.1968208949,11319.3441216818,58172278.5007134,2.37E+07,21362740.7796413
-26.13,0.843373494,1682332.22838787,3.09E+04,1.8538912503,1.4933,2.3192,0.3605912503,0.4653087497,10748.8864067719,12033.3791307946,60533984.054581,2.51E+07,22741551.0617574
-26.25,0.8554216867,1754763.26960168,3.23E+04,1.933933958,1.5682,2.4354,0.365733958,0.501466042,11095.6560254117,12764.8397891363,63140210.9459813,2.66E+07,23511006.5070937
-26.27,0.8674698795,1840473.59906416,3.39E+04,2.020945335,1.607,2.5575,0.413945335,0.536554665,11958.0766988245,13506.605237627,66224255.6010411,2.81E+07,25239231.5250383
-26.36,0.8795180723,1929811.15655513,3.55E+04,2.1162555148,1.6875,2.6857,0.4287555148,0.5694444852,12467.0221690947,14245.8689882192,69438815.8343763,2.96E+07,26334775.172898
-26.36,0.8915662651,2035171.67221296,3.74E+04,2.2216160305,1.7721,2.8203,0.4495160305,0.5986839695,13080.8968369635,14967.1453977479,73229917.0611091,3.11E+07,27651634.246128
-26.59,0.9036144578,2136777.843824,3.93E+04,2.3393990661,1.861,3.035,0.4783990661,0.6956009339,13833.3241947177,16662.5785180767,76885928.7978893,3.44E+07,29212096.491507
-26.69,0.9156626506,2262844.94933872,4.16E+04,2.4729304587,1.9543,3.1872,0.5186304587,0.7142695413,14775.2997545264,17318.3025231512,81422098.3048767,3.58E+07,31163708.7931588
-26.69,0.9277108434,2416995.62916597,4.45E+04,2.6270811386,2.0522,3.4298,0.5748811386,0.8027188614,15983.9699565537,19018.1172008726,86968776.0877829,3.92E+07,33653701.5022853
-26.71,0.9397590361,2597791.65053374,4.78E+04,2.8094026954,2.1551,3.7823,0.6543026954,0.9728973046,17582.7188630795,22012.8318270696,93474211.3935642,4.51E+07,36904831.8756388
-26.79,0.9518072289,2814721.47609485,5.18E+04,3.0325462467,2.3192,4.171,0.7133462467,1.1384537533,19068.5759879111,25099.2842894422,101279819.810198,5.12E+07,40018681.8147864
-26.86,0.9638554217,3096817.046559,5.70E+04,3.3202283191,2.4957,4.5997,0.8245283191,1.2794716809,21436.1369884466,27989.078953634,111430233.9057,5.70E+07,44862861.5048357
-27.16,0.9759036145,3476670.92999191,6.40E+04,3.7256934272,2.6857,5.4585,1.0399934272,1.7328065728,25591.2095952132,36123.6031464762,125098205.388855,7.29E+07,53165826.9119657
-27.16,0.9879518072,4169818.11055185,7.67E+04,4.4188406078,3.035,7.5015,1.3838406078,3.0826593922,32471.9008149082,60181.7265996306,150039153.239388,1.20E+08,67051583.7245032
-29.28,1,Err:502,Err:502,Err:502,4.171,19.4706,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
