Flight/sample#,,20150817_b926_filter2_430l,,,,,,,,,,,
Total flow (litres),,,430,,,,,,,,,,
Total area (um2/cm3),,,133.4536978361,13.7124637868,,,,,,,,,
Area for d>0.5um (um2/cm3),,,115.7251093576,13.6856566299,,,,,,,,,
Total number (um2/cm3),,,174.1966412185,23.1318474857,,,,,,,,,
Number for d>0.5um (um2/cm3),,,11.0160905371,1.7504297005,,,,,,,,,
T,f,K,inp_air,kj,kj lower_95,kj upper_95,kj lower error,kj upper error,inp_air lower error,inp_air upper error,ns (m2) (total),ns upper error,ns lower error
-18.41,0.3939393939,490267.496270114,1.43E+03,0.5007752879,0.3987,0.6663,0.1020752879,0.1655247121,467.547453732,601.8920810007,10686459.9153143,4.64E+06,3671486.00865803
-18.53,0.4242424242,541094.584891845,1.57E+03,0.5520685823,0.429,0.7347,0.1230685823,0.1826314177,535.4287948356,663.8971909427,11794348.2605556,5.12E+06,4191127.16713392
-18.7,0.4545454545,594465.723453362,1.73E+03,0.6061358036,0.4731,0.8102,0.1330358036,0.2040641964,583.8274588659,737.1981097359,12957689.7776079,5.68E+06,4572871.53193911
-19.05,0.4848484848,650048.883145407,1.89E+03,0.6632942174,0.5091,0.8719,0.1541942174,0.2086057826,655.758332313,772.6961126305,14169247.1672667,5.97E+06,5124900.14541763
-19.38,0.5151515152,708993.9961132,2.06E+03,0.7239188392,0.5614,0.9615,0.1625188392,0.2375811608,704.3227532193,866.1402833489,15454085.7334093,6.68E+06,5511364.74875956
-19.62,0.5454545455,772178.778199218,2.25E+03,0.7884573604,0.6042,1.0347,0.1842573604,0.2462426396,781.4258019101,914.563587893,16831337.2260273,7.07E+06,6105467.53709294
-19.65,0.5757575758,840994.017861608,2.45E+03,0.8574502319,0.6502,1.1411,0.2072502319,0.2836497681,863.6326391672,1031.1242301902,18331316.9428342,7.95E+06,6739943.47923772
-19.74,0.6060606061,914557.379800556,2.66E+03,0.931558204,0.6997,1.2583,0.231858204,0.326741796,951.97350266,1163.9354124105,19934792.4425912,8.96E+06,7421619.85614282
-19.93,0.6363636364,993390.440021383,2.89E+03,1.0116009117,0.7716,1.3541,0.2400009117,0.3424990883,1009.7836958038,1234.8588811523,21653132.6231266,9.52E+06,7886869.1148047
-20.28,0.6666666667,1077943.72583035,3.14E+03,1.0986122887,0.8303,1.4933,0.2683122887,0.3946877113,1112.1772304834,1394.9645894325,23496157.7193851,1.07E+07,8676457.35124301
-20.42,0.696969697,1172180.14695383,3.41E+03,1.1939224685,0.8935,1.607,0.3004224685,0.4130775315,1226.8319777667,1478.2662083347,25550248.0773229,1.14E+07,9560460.19335477
-20.64,0.7272727273,1275739.51364351,3.71E+03,1.2992829841,0.9615,1.7721,0.3377829841,0.4728170159,1357.7575787103,1664.2482625406,27807552.5680429,1.28E+07,10567595.7039878
-21.26,0.7575757576,1387602.83305264,4.04E+03,1.4170660198,1.0347,1.9543,0.3823660198,0.5372339802,1510.4938097545,1867.268620224,30245859.9980772,1.43E+07,11737395.2073913
-21.26,0.7878787879,1521134.22567716,4.42E+03,1.5505974124,1.1411,2.1551,0.4094974124,0.6045025876,1633.8604154354,2083.913608155,33156470.8086537,1.60E+07,12708078.5964174
-21.39,0.8181818182,1673866.17635804,4.87E+03,1.7047480922,1.2279,2.4354,0.4768480922,0.7306519078,1853.5478317313,2455.3841487702,36485600.0720787,1.88E+07,14386128.614597
-21.72,0.8484848485,1852271.90513687,5.39E+03,1.887069649,1.3541,2.6857,0.532969649,0.798630351,2062.9593729709,2692.4329355627,40374345.8766893,2.06E+07,16005224.1096868
-21.78,0.8787878788,2074651.88733695,6.03E+03,2.1102132003,1.4933,3.1102,0.6169132003,0.9999867997,2352.9791352833,3282.9376123852,45221607.3896985,2.50E+07,18233421.8418517
-22.2,0.9090909091,2356498.6711644,6.85E+03,2.3978952728,1.6468,3.6017,0.7510952728,1.2038047272,2786.4537882851,3905.5130244089,51365078.8222261,2.97E+07,21536270.9715772
-23.23,0.9393939394,2743272.10924741,7.98E+03,2.8033603809,1.861,4.4885,0.9423603809,1.6851396191,3406.1697907693,5302.4979815729,59795657.7894787,4.02E+07,26252327.9614647
-23.45,0.9696969697,3431441.53578029,9.98E+03,3.4965075615,2.2085,6.4777,1.2880075615,2.9811924385,4516.2597150937,9031.2292106175,74795826.1619233,6.81E+07,34703089.8776501
