Flight/sample#,,20150811_b920_filter6_171l,,,,,,,,,,,
Total flow (litres),,,171,,,,,,,,,,
Total area (um2/cm3),,,85.7278342787,8.8394926004,,,,,,,,,
Area for d>0.5um (um2/cm3),,,66.657649273,8.8179936997,,,,,,,,,
Total number (um2/cm3),,,178.1165751841,8.5422824307,,,,,,,,,
Number for d>0.5um (um2/cm3),,,7.3416679542,1.8010046663,,,,,,,,,
T,f,K,inp_air,kj,kj lower_95,kj upper_95,kj lower error,kj upper error,inp_air lower error,inp_air upper error,ns (m2) (total),ns upper error,ns lower error
-20.39,0.7872340426,1526054.8783751,1.12E+04,1.5475625087,1.2895,1.861,0.2580625087,0.3134374913,3382.4544840267,3624.1290605896,130212301.791291,4.44E+07,41677587.5531066
-20.42,0.7978723404,1577113.48158496,1.15E+04,1.5988558031,1.3214,1.9543,0.2774558031,0.3554441969,3539.427443018,3894.6850428722,134568932.961254,4.75E+07,43556059.6453079
-20.57,0.8085106383,1629968.26923326,1.19E+04,1.6529230244,1.3541,2.0026,0.2988230244,0.3496769756,3710.0811993973,3940.7214581692,139078825.533206,4.82E+07,45591543.4751833
-20.72,0.8191489362,1685846.63959244,1.23E+04,1.7100814382,1.422,2.103,0.2880814382,0.3929185618,3749.6213157535,4228.441231226,143846708.607347,5.15E+07,46185117.8209977
-20.77,0.829787234,1746028.91014592,1.28E+04,1.77070606,1.4572,2.1551,0.31350606,0.38439394,3946.1575240755,4268.4040406343,148981826.673441,5.21E+07,48526851.0782422
-20.77,0.8404255319,1810567.43128349,1.32E+04,1.8352445812,1.4933,2.2631,0.3419445812,0.4278554188,4163.5339480617,4568.7667673631,154488646.585761,5.56E+07,51112535.3685984
-20.79,0.8510638298,1879381.10970533,1.37E+04,1.9042374527,1.5682,2.3192,0.3360374527,0.4149625473,4239.0271326611,4597.9163457922,160360248.969795,5.61E+07,52138843.7355801
-20.86,0.8617021277,1952851.59692599,1.43E+04,1.9783454248,1.607,2.4354,0.3713454248,0.4570545752,4500.241238245,4904.2041779975,166629198.658496,5.97E+07,55234700.4966669
-20.91,0.8723404255,2032428.972614,1.49E+04,2.0583881325,1.6875,2.5575,0.3708881325,0.4991118675,4614.8469847657,5221.6591023963,173419225.285768,6.35E+07,56723565.7785977
-20.91,0.8829787234,2119440.34960363,1.55E+04,2.1453995095,1.7293,2.6857,0.4160995095,0.5403004905,4940.0166245065,5546.1329470081,180843566.205875,6.73E+07,60566356.7595776
-20.93,0.8936170213,2214562.0270304,1.62E+04,2.2407096893,1.816,2.8203,0.4247096893,0.5795903107,5115.288794022,5872.7294417037,188959927.382333,7.12E+07,62769445.2698453
-21.03,0.9042553191,2318959.29877901,1.70E+04,2.3460702049,1.861,2.9617,0.4850702049,0.6156297951,5540.2236865138,6195.4297422212,197867738.790526,7.51E+07,67769765.5589613
-21.23,0.914893617,2434708.08567201,1.78E+04,2.4638532406,1.9543,3.1102,0.5095532406,0.6463467594,5818.978105035,6505.4555127298,207744130.645408,7.89E+07,71177117.8420348
-21.27,0.9255319149,2567814.66654547,1.88E+04,2.5973846332,2.0522,3.347,0.5451846332,0.7496153668,6172.0650513487,7228.9294817579,219101595.25871,8.73E+07,75457408.0486471
-21.44,0.9361702128,2720089.71785457,1.99E+04,2.751535313,2.1551,3.6017,0.596435313,0.850164687,6628.5093028888,7973.4850874497,232094630.5796,9.60E+07,80939240.3867633
-21.78,0.9468085106,2898295.55682626,2.12E+04,2.9338568698,2.2631,3.8759,0.6707568698,0.9420431302,7237.8131033955,8706.1306661133,247300238.722513,1.05E+08,88194525.2296078
-21.86,0.9574468085,3120394.88926882,2.28E+04,3.1570004212,2.4354,4.2743,0.7216004212,1.1172995788,7787.4498744399,9978.9039119415,266251107.209266,1.20E+08,94897082.7569661
-22.09,0.9680851064,3404900.87895726,2.49E+04,3.4446824936,2.6208,4.8302,0.8238824936,1.3855175064,8680.4029770317,11905.649285331,290526891.989815,1.42E+08,105593766.528735
-22.12,0.9787234043,3809931.89024288,2.79E+04,3.8501476017,2.8203,5.7321,1.0298476017,1.8819523983,10271.6817295268,15435.8620811687,325086606.075924,1.83E+08,124417804.455547
-22.41,0.9893617021,4498630.72813235,3.29E+04,4.5432947823,3.1872,7.6873,1.3560947823,3.1440052177,12895.5043202372,24429.4128953179,383850587.760554,2.88E+08,155543658.208496
