Flight/sample#,,20150824_b929_filter1_248l,,,,,,,,,,,
Total flow (litres),,,248,,,,,,,,,,
Total area (um2/cm3),,,510.7465440652,52.7689125554,,,,,,,,,
Area for d>0.5um (um2/cm3),,,468.3587687579,51.9301027422,,,,,,,,,
Total number (um2/cm3),,,331.2879161988,55.3070520897,,,,,,,,,
Number for d>0.5um (um2/cm3),,,53.152746389,8.0922265528,,,,,,,,,
T,f,K,inp_air,kj,kj lower_95,kj upper_95,kj lower error,kj upper error,inp_air lower error,inp_air upper error,ns (m2) (total),ns upper error,ns lower error
-15.07,0.2713178295,313378.859502448,1.58E+03,0.3165176221,0.2831,0.3615,0.0334176221,0.0449823779,430.1939559327,456.2144161599,3094656.18062444,9.49E+05,900928.108648137
-15.12,0.2790697674,324016.857629608,1.63E+03,0.3272129112,0.2901,0.3705,0.0371129112,0.0432870888,449.9588553633,463.7789138689,3199707.76804153,9.66E+05,940965.913742063
-15.21,0.2868217054,334722.001930718,1.69E+03,0.3380238273,0.2973,0.389,0.0407238273,0.0509761727,469.9561755321,494.7472325326,3305422.43248476,1.03E+06,981466.730027818
-15.33,0.2945736434,345504.578310458,1.74E+03,0.3489528978,0.3122,0.3987,0.0367528978,0.0497471022,474.1021576862,503.3547573765,3411901.74857391,1.05E+06,992933.126463474
-15.43,0.3023255814,356427.383148798,1.80E+03,0.360002734,0.3199,0.4085,0.040102734,0.048497266,493.5302153943,512.3400310238,3519765.83856515,1.07E+06,1032454.8377254
-15.47,0.3100775194,367548.570417166,1.85E+03,0.3711760346,0.3278,0.429,0.0433760346,0.0578239654,513.1260166057,548.1725353511,3629588.98033859,1.14E+06,1072363.56235591
-15.54,0.3178294574,378755.092927493,1.91E+03,0.3824755899,0.3359,0.4396,0.0465755899,0.0571244101,532.8566563248,558.3583262638,3740254.81850315,1.16E+06,1112557.34435529
-15.54,0.3255813953,390183.788751116,1.97E+03,0.3939042857,0.3528,0.4505,0.0411042857,0.0565957143,534.4225939524,569.3060894593,3853114.64645454,1.18E+06,1119526.01929676
-15.56,0.3333333333,401717.594772407,2.03E+03,0.4054651081,0.3615,0.4617,0.0439651081,0.0562348919,553.3980307298,580.9687083565,3967012.45100518,1.21E+06,1158436.72568115
-15.61,0.3410852713,413345.232182316,2.08E+03,0.4171611479,0.3705,0.4731,0.0466611479,0.0559388521,572.2850120919,593.0641774822,4081836.8524781,1.24E+06,1197223.00801299
-15.62,0.3488372093,425165.860258413,2.14E+03,0.4289956055,0.3796,0.4848,0.0493956055,0.0558043945,591.4817959292,605.8066175918,4198567.06137807,1.26E+06,1236649.47713634
-15.65,0.3565891473,437100.261139914,2.20E+03,0.4409717966,0.389,0.5091,0.0519717966,0.0681282034,610.5620681296,649.7284464304,4316420.79123281,1.35E+06,1275905.66472283
-15.65,0.3643410853,449221.621672259,2.27E+03,0.4530931571,0.3987,0.5217,0.0543931571,0.0686068429,629.5110632281,663.8963591819,4436120.77146937,1.38E+06,1314989.52993733
-15.66,0.3720930233,461477.68311715,2.33E+03,0.4653632497,0.4085,0.5346,0.0568632497,0.0692367503,648.7661147987,678.6674895727,4557150.9403862,1.41E+06,1354684.40026191
-15.72,0.3798449612,473814.941880547,2.39E+03,0.4777857697,0.4186,0.5479,0.0591857697,0.0701142303,667.8883413334,694.2773974715,4678982.94317262,1.44E+06,1394165.46245904
-15.72,0.3875968992,486393.724087407,2.45E+03,0.4903645519,0.429,0.5614,0.0613645519,0.0710354481,686.8766836703,710.1915739098,4803200.02074765,1.48E+06,1433486.86211207
-15.72,0.3953488372,499132.749864837,2.52E+03,0.5031035777,0.4396,0.5753,0.0635035777,0.0721964223,705.9633719882,726.9060133563,4928999.52400658,1.51E+06,1473045.94217121
-15.73,0.4031007752,512021.763700211,2.58E+03,0.5160069825,0.4505,0.5896,0.0655069825,0.0735930175,724.9290037439,744.4022927742,5056280.17845507,1.55E+06,1512435.78624909
-15.76,0.4108527132,525050.358575607,2.65E+03,0.5290790641,0.4617,0.6042,0.0673790641,0.0751209359,743.7830228798,762.4156831437,5184939.21346468,1.59E+06,1551669.8448823
-15.8,0.4186046512,538236.864023831,2.71E+03,0.5423242908,0.4731,0.6191,0.0692242908,0.0767757092,762.7686772042,780.9369314034,5315157.63550813,1.62E+06,1591201.44697911
-15.8,0.4263565891,551659.884355972,2.78E+03,0.5557473112,0.4848,0.6345,0.0709473112,0.0787526888,781.6701910469,800.4577525234,5447711.67217627,1.67E+06,1630661.72499004
-15.82,0.4341085271,565235.855571766,2.85E+03,0.5693529632,0.4968,0.6502,0.0725529632,0.0808470368,800.5039715743,820.470990493,5581776.11831549,1.71E+06,1670051.42402678
-16.09,0.4418604651,578606.739847429,2.92E+03,0.5831462853,0.5091,0.6663,0.0740462853,0.0831537147,819.2885547063,841.2218079696,5713815.30478069,1.75E+06,1709278.49338383
-16.13,0.4496124031,592526.814657249,2.99E+03,0.5971325273,0.5217,0.6828,0.0754325273,0.0856674727,838.0443332112,862.7068044479,5851277.8177701,1.79E+06,1748646.27752665
-16.14,0.4573643411,606694.757710745,3.06E+03,0.6113171623,0.5346,0.6997,0.0767171623,0.0883828377,856.7933232864,884.9237069187,5991188.06125892,1.84E+06,1788089.34899707
-16.19,0.4651162791,620999.123654529,3.13E+03,0.6257058998,0.5479,0.717,0.0778058998,0.0912941002,875.3327306579,907.8708895477,6132445.4981777,1.89E+06,1827196.18548137
-16.19,0.4728682171,635597.923075682,3.21E+03,0.6403046992,0.5614,0.7347,0.0789046992,0.0943953008,894.1413484638,931.5469386776,6276610.50321377,1.94E+06,1866902.30274897
-16.21,0.480620155,650378.83061731,3.28E+03,0.655119785,0.5753,0.7529,0.079819785,0.097780215,912.7947257684,956.2102968,6422573.8491509,1.99E+06,1906388.87032586
-16.23,0.488372093,665382.281553105,3.36E+03,0.6701576623,0.5896,0.7716,0.0805576623,0.1014423377,931.3261886103,981.8663620494,6570734.83947063,2.04E+06,1945732.00264801
-16.31,0.496124031,680509.52987577,3.43E+03,0.6854251345,0.6042,0.7907,0.0812251345,0.1052748655,949.9887697003,1008.25521874,6720118.34476484,2.09E+06,1985361.27687665
-16.39,0.503875969,695869.375085604,3.51E+03,0.700929321,0.6191,0.8102,0.081829321,0.109270679,968.8115153756,1035.3732784482,6871798.77396647,2.15E+06,2025368.85043021
-16.39,0.511627907,711617.732053743,3.59E+03,0.716677678,0.6191,0.8303,0.097577678,0.113622322,1022.4380362162,1063.7584894055,7027315.80630078,2.21E+06,2129446.40409243
-16.45,0.519379845,727507.042684156,3.67E+03,0.7326780193,0.6345,0.8509,0.0981780193,0.1182219807,1041.4566611811,1093.1482175875,7184224.77401589,2.27E+06,2169980.91271267
-16.53,0.5271317829,743615.723510462,3.75E+03,0.7489385402,0.6502,0.8509,0.0987385402,0.1019614598,1060.7132643705,1068.4415984863,7343300.05037621,2.23E+06,2211032.74611147
-16.53,0.5348837209,760145.025461673,3.83E+03,0.7654678421,0.6663,0.8935,0.0991678421,0.1280321579,1080.0078779452,1154.6617868926,7506529.01395702,2.39E+06,2252305.01749829
-16.55,0.5426356589,776913.492157424,3.92E+03,0.7822749605,0.6828,0.8935,0.0994749605,0.1112250395,1099.3843979771,1127.6639144727,7672119.75987394,2.35E+06,2293815.63556853
-16.55,0.5503875969,794007.925516724,4.00E+03,0.7993693938,0.6997,0.9156,0.0996693938,0.1162306062,1118.8877226452,1158.8217158942,7840929.46814087,2.41E+06,2335678.23477751
-16.57,0.5581395349,811360.735939312,4.09E+03,0.8167611365,0.717,0.9383,0.0997611365,0.1215388635,1138.563591096,1191.187218815,8012290.68284031,2.47E+06,2377953.44809722
-16.6,0.5658914729,829001.383888739,4.18E+03,0.8344607136,0.7347,0.9615,0.0997607136,0.1270392864,1158.4584412823,1224.5040253192,8186494.32980485,2.54E+06,2420737.26410393
-16.64,0.5736434109,846940.315704743,4.27E+03,0.8524792191,0.7347,0.9853,0.1177792191,0.1328207809,1220.3566730609,1259.0312708046,8363643.56797088,2.61E+06,2540810.51552472
-16.65,0.5813953488,865269.380381821,4.36E+03,0.8708283578,0.7529,1.0097,0.1179283578,0.1388716422,1240.8107258947,1294.7690951629,8544645.41786605,2.68E+06,2584833.71148952
-16.65,0.5891472868,883961.513393973,4.46E+03,0.8895204908,0.7716,1.0347,0.1179204908,0.1451795092,1261.3554727609,1331.713441813,8729232.61384652,2.76E+06,2629156.63876263
-16.7,0.5968992248,902908.241844605,4.55E+03,0.9085686858,0.7907,1.0604,0.1178686858,0.1518313142,1282.2888606104,1370.1375310166,8916333.9722325,2.84E+06,2674289.84475002
-16.72,0.6046511628,922285.224401549,4.65E+03,0.9279867716,0.8102,1.0604,0.1177867716,0.1324132284,1303.6638834785,1338.8927304071,9107684.1447582,2.79E+06,2720392.2720755
-16.85,0.6124031008,941813.307354786,4.75E+03,0.9477893989,0.8303,1.0866,0.1174893989,0.1388106011,1325.0827910662,1376.5383314492,9300526.45295643,2.86E+06,2766634.91556714
-16.85,0.6201550388,962016.014672305,4.85E+03,0.9679921063,0.8303,1.1135,0.1376921063,0.1455078937,1395.5330284413,1415.563287167,9500030.76273908,2.94E+06,2903283.49589518
-16.85,0.6279069767,982635.301875041,4.96E+03,0.9886113935,0.8509,1.1411,0.1377113935,0.1524886065,1418.0034419701,1455.9615677722,9703648.8519852,3.02E+06,2951804.5128315
-16.85,0.6356589147,1003688.71107287,5.06E+03,1.0096648027,0.8719,1.1693,0.1377648027,0.1596351973,1441.1434356662,1497.4494078509,9911553.95126576,3.11E+06,3001716.91999508
-16.87,0.6434108527,1025151.52091907,5.17E+03,1.0311710079,0.8935,1.1983,0.1376710079,0.1671289921,1464.5373663849,1540.5451177233,10123501.9341308,3.19E+06,3052247.01207372
-16.9,0.6511627907,1047064.74301988,5.28E+03,1.0531499146,0.9156,1.2279,0.1375499146,0.1747500854,1488.5084606643,1584.6751581093,10339897.7954195,3.28E+06,3104004.05893892
-16.95,0.6589147287,1069426.52787144,5.39E+03,1.0756227704,0.9383,1.2583,0.1373227704,0.1826772296,1512.9034026426,1630.3621044458,10560723.2710451,3.37E+06,3156705.5452795
-17.04,0.6666666667,1092210.98453094,5.51E+03,1.0986122887,0.9615,1.2895,0.1371122887,0.1908877113,1538.040643762,1677.5776738887,10785722.6846477,3.47E+06,3210927.32863374
-17.06,0.6744186047,1115694.99888639,5.63E+03,1.1221427861,0.9615,1.3214,0.1606427861,0.1992572139,1620.3438252317,1725.9911092199,11017630.3196628,3.57E+06,3370536.03406062
-17.08,0.6821705426,1139745.72987411,5.75E+03,1.1462403377,0.9853,1.3214,0.1609403377,0.1751596623,1647.2476704462,1683.7457490199,11255134.353655,3.50E+06,3428407.88880518
-17.08,0.6899224806,1164438.34246448,5.87E+03,1.1709329502,1.0097,1.3541,0.1612329502,0.1831670498,1674.901279175,1731.317847019,11498977.0502871,3.59E+06,3487890.94486674
-17.08,0.6976744186,1189756.15044877,6.00E+03,1.1962507582,1.0347,1.3877,0.1615507582,0.1914492418,1703.4143273348,1780.4789952514,11748993.631121,3.69E+06,3549181.28436949
-17.11,0.7054263566,1215660.76771744,6.13E+03,1.2222262446,1.0604,1.422,0.1618262446,0.1997737554,1732.6629800351,1830.624857909,12004805.0284325,3.79E+06,3612037.44957557
-17.11,0.7131782946,1242329.0147996,6.27E+03,1.2488944917,1.0866,1.4572,0.1622944917,0.2083055083,1763.2445718846,1882.2341617451,12268157.3674839,3.90E+06,3677619.38687787
-17.11,0.7209302326,1269727.98898772,6.40E+03,1.2762934659,1.0866,1.4933,0.1896934659,0.2170065341,1860.7943189916,1935.2351779846,12538725.7298446,4.00E+06,3866748.7066145
-17.21,0.7286821705,1297657.00281603,6.54E+03,1.3044643429,1.1135,1.5303,0.1909643429,0.2258356571,1894.3462241833,1989.543694241,12814528.3012106,4.11E+06,3938193.78594941
-17.23,0.7364341085,1326595.10820567,6.69E+03,1.3334518797,1.1411,1.5682,0.1923518797,0.2347481203,1929.157802528,2045.0625612657,13100295.7803628,4.23E+06,4012313.67254641
-17.28,0.7441860465,1356322.9165481,6.84E+03,1.3633048429,1.1693,1.607,0.1940048429,0.2436951571,1965.6512136947,2101.6812789529,13393861.6768287,4.34E+06,4089810.58012222
-17.28,0.7519379845,1387094.57521485,7.00E+03,1.3940765016,1.1983,1.6468,0.1957765016,0.2527234984,2003.5048651985,2159.5732745826,13697735.7282958,4.46E+06,4170178.76385855
-17.29,0.7596899225,1418817.96976138,7.16E+03,1.4258251999,1.2279,1.6875,0.1979251999,0.2616748001,2043.4158383558,2218.3072763995,14011008.2928832,4.58E+06,4254669.6598045
-17.32,0.7674418605,1451531.32971692,7.32E+03,1.4586150227,1.2583,1.7293,0.2003150227,0.2706849773,2085.1032808347,2278.3338137518,14334056.8920648,4.70E+06,4342778.1607386
-17.34,0.7751937984,1485381.44317287,7.49E+03,1.4925165744,1.2583,1.7721,0.2342165744,0.2795834256,2208.8115503002,2339.1907627978,14668331.0769528,4.82E+06,4582521.79648062
-17.37,0.7829457364,1520394.90446053,7.67E+03,1.5276078942,1.2895,1.816,0.2381078942,0.2883921058,2256.396894178,2401.0017580199,15014093.4699583,4.95E+06,4682262.58728295
-17.39,0.7906976744,1556710.17152369,7.85E+03,1.5639755384,1.3214,1.861,0.2425755384,0.2970244616,2306.8965177003,2463.5704127536,15372711.3609241,5.08E+06,4787828.48012612
-17.39,0.7984496124,1594450.49950653,8.04E+03,1.6017158663,1.3541,1.907,0.2476158663,0.3052841337,2360.3914020746,2526.372424501,15745401.910109,5.21E+06,4899409.83771208
-17.47,0.8062015504,1633457.87314799,8.24E+03,1.6409365795,1.3877,1.9543,0.2532365795,0.3133634205,2417.0092216846,2590.0923935,16130604.6966694,5.34E+06,5017188.2913032
-17.49,0.8139534884,1674225.56105993,8.44E+03,1.681758574,1.422,2.0026,0.259758574,0.320841426,2477.7300861164,2653.5495486103,16533190.8110192,5.47E+06,5143140.662853
-17.53,0.8217054264,1716675.37635662,8.66E+03,1.7243181884,1.4572,2.0522,0.2671181884,0.3278818116,2542.5314926794,2717.3864506752,16952388.147696,5.60E+06,5277199.05407095
-17.55,0.8294573643,1761071.64066577,8.88E+03,1.768769951,1.4933,2.103,0.275469951,0.334230049,2612.0008193866,2780.9924215609,17390806.9164639,5.73E+06,5420538.59939645
-17.55,0.8372093023,1807591.65630066,9.12E+03,1.8152899666,1.5303,2.1551,0.2849899666,0.3398100334,2686.819369302,2844.3482030013,17850198.0002653,5.87E+06,5574479.41048273
-17.57,0.8449612403,1856325.91920791,9.36E+03,1.8640801308,1.5682,2.2085,0.2958801308,0.3444198692,2767.7846663193,2907.1066588535,18331455.0581075,6.00E+06,5740528.65346363
-17.58,0.8527131783,1907591.11092552,9.62E+03,1.9153734252,1.607,2.3192,0.3083734252,0.4038265748,2855.8388070792,3144.0718343636,18837705.3605423,6.46E+06,5920539.40227892
-17.72,0.8604651163,1961254.03086291,9.89E+03,1.9694406465,1.6468,2.3766,0.3226406465,0.4071593535,2951.8266633822,3206.6164768185,19367633.5347601,6.59E+06,6116037.5118134
-17.81,0.8682170543,2018141.51273245,1.02E+04,2.0265990603,1.6875,2.4354,0.3390990603,0.4088009397,3057.368690548,3267.0518603487,19929404.6690582,6.72E+06,6330309.6605589
-17.85,0.8759689922,2078642.8596648,1.05E+04,2.0872236821,1.7293,2.4957,0.3579236821,0.4084763179,3173.5279317924,3325.1869054539,20526863.1814722,6.85E+06,6565469.32790065
-17.99,0.8837209302,2142735.59593216,1.08E+04,2.1517622033,1.7721,2.6208,0.3796622033,0.4690377967,3302.5692667752,3582.8163900917,21159787.1213251,7.35E+06,6825728.96848881
-18.01,0.8914728682,2211662.9207315,1.12E+04,2.2207550747,1.861,2.6857,0.3597550747,0.4649449253,3317.2644414001,3634.7021035349,21840453.2391445,7.47E+06,6875748.70451755
-18.03,0.8992248062,2285704.8702305,1.15E+04,2.2948630469,1.907,2.8203,0.3878630469,0.5254369531,3473.0536696885,3906.1988129745,22571626.9277792,8.00E+06,7188726.73245713
-18.04,0.9069767442,2365714.38700991,1.19E+04,2.3749057546,1.9543,2.8902,0.4206057546,0.5152942454,3649.6562423839,3946.4349670649,23361731.1039298,8.10E+06,7542362.84186812
-18.08,0.9147286822,2452591.79315737,1.24E+04,2.4619171316,2.0522,3.035,0.4097171316,0.5730828684,3707.8430700685,4222.8479973642,24219656.562966,8.64E+06,7678809.53518244
-18.13,0.9224806202,2547731.76006718,1.28E+04,2.5572273114,2.103,3.1872,0.4542273114,0.6299726886,3933.7481993341,4507.9441007893,25159175.8626702,9.20E+06,8128770.26776188
-18.29,0.9302325581,2652526.43543836,1.34E+04,2.662587827,2.1551,3.347,0.507487827,0.684412173,4199.6870228816,4796.0194623606,26194036.6390124,9.77E+06,8656552.87219245
-18.31,0.9379844961,2770236.4103237,1.40E+04,2.7803708627,2.2631,3.5147,0.5172708627,0.7343291373,4346.8242671388,5079.9447104135,27356437.6442315,1.03E+07,8967773.18912105
-18.37,0.9457364341,2903545.42201363,1.46E+04,2.9139022553,2.3766,3.6909,0.5373022553,0.7769977447,4541.0635616718,5351.1945123368,28672881.1261376,1.09E+07,9371566.94516926
-18.39,0.9534883721,3057620.89572059,1.54E+04,3.0680529351,2.4354,3.9719,0.6326529351,0.9038470649,4990.0947139498,5958.2820707852,30194396.0673399,1.21E+07,10256152.97469
-18.56,0.9612403101,3239280.74630282,1.63E+04,3.2503744919,2.5575,4.2743,0.6928744919,1.0239255081,5360.3248561736,6571.9991274983,31988310.2460696,1.33E+07,11003150.1721164
-18.63,0.9689922481,3462139.77886456,1.75E+04,3.4735180432,2.6857,4.5997,0.7878180432,1.1261819568,5886.8932116977,7150.5518603978,34189071.5980643,1.44E+07,12055175.1335122
-18.9,0.976744186,3748654.37889767,1.89E+04,3.7612001157,2.8902,5.1979,0.8710001157,1.4366998843,6435.8538738268,8638.8461099188,37018439.7923304,1.73E+07,13168521.7298446
-18.96,0.984496124,4153844.195103,2.10E+04,4.1666652238,3.1102,6.0195,1.0564652238,1.8528347762,7452.5520148662,10699.4897796379,41019740.8725525,2.14E+07,15194490.7474046
-19.29,0.992248062,4845365.66877495,2.44E+04,4.8598124044,3.5147,7.8776,1.3451124044,3.0177875956,9108.1601365139,16389.1288015229,47848603.5658788,3.25E+07,18505569.6074238
-20.18,1,Err:502,Err:502,Err:502,4.5997,19.4706,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
