Flight/sample#,,20150824_b929_filter2_098l,,,,,,,,,,,
Total flow (litres),,,98,,,,,,,,,,
Total area (um2/cm3),,,510.7465440652,52.7689125554,,,,,,,,,
Area for d>0.5um (um2/cm3),,,468.3587687579,51.9301027422,,,,,,,,,
Total number (um2/cm3),,,331.2879161988,55.3070520897,,,,,,,,,
Number for d>0.5um (um2/cm3),,,53.152746389,8.0922265528,,,,,,,,,
T,f,K,inp_air,kj,kj lower_95,kj upper_95,kj lower error,kj upper error,inp_air lower error,inp_air upper error,ns (m2) (total),ns upper error,ns lower error
-15.11,0.0866141732,87412.3830239694,1.12E+03,0.0905968954,0.0813,0.1064,0.0092968954,0.0158031046,310.3275766427,350.5814408413,2184445.80736832,7.23E+05,648158.4007474
-15.13,0.094488189,96047.3214383967,1.23E+03,0.0992549581,0.0897,0.1174,0.0095549581,0.0181450419,336.9899100721,390.2894443377,2400233.94131162,8.03E+05,704862.498420988
-15.16,0.1023622047,104745.999688566,1.34E+03,0.1079886381,0.0965,0.1263,0.0114886381,0.0183113619,371.918181399,414.0597972634,2617614.94130128,8.55E+05,776784.606228247
-15.29,0.1102362205,113400.48789098,1.45E+03,0.1167992677,0.1039,0.1359,0.0128992677,0.0191007323,404.6822498827,442.828052553,2833891.62676239,9.15E+05,844701.290023334
-15.37,0.1181102362,122189.63387332,1.56E+03,0.1256882152,0.1118,0.1463,0.0138882152,0.0206117848,435.5180669728,476.9329964618,3053533.42609655,9.86E+05,909198.29404148
-15.49,0.125984252,131003.080111152,1.67E+03,0.1346568851,0.1203,0.1574,0.0143568851,0.0227431149,463.9214881197,515.6638094449,3273782.49169424,1.06E+06,969252.754659063
-15.51,0.1338582677,140026.383534509,1.79E+03,0.1437067207,0.1294,0.1653,0.0143067207,0.0215932793,490.127247961,531.8269531425,3499275.91321966,1.10E+06,1025473.5010179
-15.88,0.1417322835,148631.754632315,1.90E+03,0.1528392042,0.1359,0.1779,0.0169392042,0.0250607958,529.8627009178,579.9346231584,3714325.15641781,1.20E+06,1106129.97847178
-15.91,0.1496062992,157802.498063783,2.01E+03,0.1620558593,0.1463,0.1868,0.0157558593,0.0247441407,550.9314696587,602.3527441258,3943503.12121288,1.25E+06,1153060.53921424
-15.91,0.157480315,167104.890726097,2.13E+03,0.171358252,0.1536,0.1961,0.017758252,0.024741748,587.8164922655,627.5983257851,4175971.01588305,1.30E+06,1229110.23863263
-15.95,0.1653543307,176432.635253497,2.25E+03,0.1807479923,0.1613,0.2111,0.0194479923,0.0303520077,623.6106878965,690.9078253618,4409072.45666515,1.43E+06,1303188.2326763
-15.95,0.1732283465,185911.379208041,2.37E+03,0.1902267363,0.1694,0.2217,0.0208267363,0.0314732637,658.1505299344,723.7903964892,4645947.39102019,1.50E+06,1375103.21514216
-15.99,0.1811023622,195417.93076772,2.49E+03,0.1997961873,0.1779,0.2328,0.0218961873,0.0330038127,691.3713025455,759.8277089734,4883517.24072189,1.57E+06,1444623.28880682
-16.16,0.188976378,204802.128047382,2.61E+03,0.2094580982,0.1868,0.2385,0.0226580982,0.0290419018,723.2813519978,759.5413954333,5118029.44247084,1.58E+06,1511628.63706665
-16.25,0.1968503937,214404.215976002,2.74E+03,0.2192142732,0.1961,0.2505,0.0231142732,0.0312857268,753.9450891582,800.5317381337,5357986.75735041,1.66E+06,1576546.58300053
-16.25,0.2047244094,224256.512419014,2.86E+03,0.2290665696,0.206,0.2631,0.0230665696,0.0340334304,782.5075453998,845.1825285943,5604196.81264641,1.75E+06,1637846.03056913
-16.27,0.2125984252,234171.915053292,2.99E+03,0.2390169005,0.2111,0.2762,0.0279169005,0.0371830995,836.2185142454,893.0472980661,5851983.89913825,1.85E+06,1745317.60816643
-16.37,0.2204724409,244043.768308635,3.11E+03,0.2490672363,0.2217,0.2831,0.0273672363,0.0340327637,862.2363029897,900.0691653572,6098682.68149127,1.87E+06,1801944.54934466
-16.44,0.2283464567,254067.304039335,3.24E+03,0.2592196078,0.2328,0.2973,0.0264196078,0.0380803922,887.04114526,953.6088777623,6349172.02687304,1.98E+06,1856508.26101318
-16.52,0.2362204724,264172.512469758,3.37E+03,0.269476108,0.2385,0.3122,0.030976108,0.042723892,940.0893394638,1012.3325886737,6601702.38269652,2.10E+06,1962929.92181523
-16.55,0.2440944882,274477.426692226,3.50E+03,0.279838895,0.2505,0.3199,0.029338895,0.040061105,961.6160695519,1022.7072950578,6859223.40992201,2.12E+06,2011722.68403475
-16.55,0.2519685039,284948.726559522,3.64E+03,0.2903101949,0.2567,0.3359,0.0336101949,0.0455898051,1014.0586543916,1087.6035377129,7120902.43412317,2.25E+06,2117370.9473243
-16.71,0.2598425197,295211.345776961,3.77E+03,0.3008923042,0.2696,0.3442,0.0312923042,0.0433076958,1032.7047896342,1101.1372255165,7377366.50416236,2.29E+06,2160844.92734871
-16.73,0.2677165354,305865.382627732,3.90E+03,0.3115875933,0.2762,0.3615,0.0353875933,0.0499124067,1084.7061503524,1174.064464489,7643612.14722914,2.43E+06,2265840.81827736
-16.84,0.2755905512,316443.998060467,4.04E+03,0.3223985094,0.2901,0.3705,0.0322985094,0.0481014906,1100.5386622858,1190.8703167051,7907973.00012411,2.47E+06,2304462.82156126
-16.92,0.2834645669,327198.220911399,4.18E+03,0.3333275799,0.2973,0.3796,0.0360275799,0.0462724201,1150.8625529952,1209.0666491145,8176722.30320376,2.51E+06,2406453.4645415
-16.96,0.2913385827,338158.717248878,4.32E+03,0.3443774161,0.3046,0.3987,0.0397774161,0.0543225839,1202.4183882175,1291.8145456174,8450626.4051491,2.68E+06,2510921.52360916
-16.98,0.2992125984,349286.860779901,4.46E+03,0.3555507167,0.3122,0.4085,0.0433507167,0.0529492833,1254.0111074352,1312.6798248896,8728720.03032198,2.72E+06,2615635.85800268
-17,0.3070866142,360540.931058796,4.60E+03,0.366850272,0.3278,0.4186,0.039050272,0.051749728,1263.5611709348,1335.8293221505,9009960.57984252,2.78E+06,2643287.99287971
-17,0.3149606299,371969.626882419,4.75E+03,0.3782789678,0.3359,0.429,0.0423789678,0.0507210322,1313.7932225014,1361.093675345,9295565.0424134,2.83E+06,2745738.29995323
-17.02,0.3228346457,383484.634019419,4.89E+03,0.3898397902,0.3442,0.4505,0.0456397902,0.0606602098,1364.4659170983,1456.6676706699,9583326.43493074,3.02E+06,2849091.66929023
-17.02,0.3307086614,395180.673782611,5.04E+03,0.40153583,0.3528,0.4617,0.04873583,0.06016417,1414.952520563,1484.8702131903,9875611.85422323,3.08E+06,2952279.93770742
-17.02,0.3385826772,407015.131429614,5.19E+03,0.4133702876,0.3615,0.4731,0.0518702876,0.0597297124,1466.3127729224,1514.2533978739,10171356.3528303,3.15E+06,3057208.85255639
-17.04,0.3464566929,418945.174524823,5.35E+03,0.4253464787,0.3796,0.4848,0.0457464787,0.0594535213,1467.4164583092,1545.3879897271,10469489.5431119,3.21E+06,3069955.35901351
-17.06,0.3543307087,431020.052002421,5.50E+03,0.4374678392,0.389,0.4968,0.0484678392,0.0593321608,1516.5252275889,1578.1776184612,10771242.1617677,3.28E+06,3170928.45911008
-17.11,0.3622047244,443172.454868309,5.66E+03,0.4497379318,0.3987,0.5217,0.0510379318,0.0719620682,1565.4277072013,1694.0602278057,11074932.1490612,3.51E+06,3271599.69922804
-17.11,0.3700787402,455594.974866866,5.82E+03,0.4621604518,0.4085,0.5346,0.0536604518,0.0724395482,1615.1702567088,1730.4776226257,11385372.3955003,3.59E+06,3374060.79830936
-17.2,0.3779527559,467956.475881553,5.97E+03,0.474739234,0.4186,0.5479,0.056139234,0.073160766,1664.683819659,1769.1009151625,11694287.7703038,3.67E+06,3476051.24895016
-17.21,0.3858267717,480670.919712769,6.14E+03,0.4874782598,0.429,0.5614,0.0584782598,0.0739217402,1713.9545825019,1808.5200973514,12012023.2279048,3.75E+06,3577915.86247661
-17.23,0.3937007874,493524.893065071,6.30E+03,0.5003816646,0.4396,0.5753,0.0607816646,0.0749183354,1763.5431328813,1850.0275652688,12333245.5447677,3.84E+06,3680490.91753034
-17.25,0.4015748031,506547.184202217,6.47E+03,0.5134537462,0.4505,0.5896,0.0629537462,0.0761462538,1812.9069009138,1893.5637810009,12658674.1430141,3.93E+06,3782804.88832183
-17.25,0.4094488189,519792.410952238,6.63E+03,0.5266989729,0.4617,0.6042,0.0649989729,0.0775010271,1862.0625548824,1938.4292408261,12989673.928637,4.03E+06,3884936.17795516
-17.27,0.4173228346,533165.279301082,6.81E+03,0.5401219933,0.4731,0.6191,0.0670219933,0.0789780067,1911.6063772798,1984.5933818515,13323863.4929361,4.12E+06,3987894.85809498
-17.29,0.4251968504,546720.415195056,6.98E+03,0.5537276453,0.4848,0.6345,0.0689276453,0.0807723547,1961.002796714,2033.3214608353,13662607.9447808,4.22E+06,4090745.30644331
-17.29,0.4330708661,560513.737327392,7.15E+03,0.5675209674,0.4968,0.6502,0.0707209674,0.0826790326,2010.2885735504,2083.289884348,14007304.6989398,4.33E+06,4193604.67576618
-17.38,0.4409448819,574268.078507673,7.33E+03,0.5815072094,0.5091,0.6663,0.0724072094,0.0847927906,2059.5065373115,2135.1241059946,14351027.3144889,4.44E+06,4296304.69946451
-17.48,0.4488188976,588186.033874844,7.51E+03,0.5956918444,0.5217,0.6828,0.0739918444,0.0871081556,2108.704816452,2188.8057906519,14698838.6679515,4.55E+06,4399114.36570971
-17.5,0.4566929134,602520.267901624,7.69E+03,0.6100805819,0.5346,0.6997,0.0754805819,0.0896194181,2157.936186562,2244.3201087436,15057052.8744335,4.66E+06,4502356.1362942
-17.57,0.4645669291,616925.169682714,7.87E+03,0.6246793813,0.5479,0.717,0.0767793813,0.0923206187,2206.6903947508,2301.6545199042,15417033.0764677,4.78E+06,4604784.87519239
-17.6,0.4724409449,631655.641541374,8.06E+03,0.6394944671,0.5614,0.7347,0.0780944671,0.0952055329,2256.1651266395,2360.7976633758,15785149.31331,4.90E+06,4708828.9173626
-17.67,0.4803149606,646492.478343512,8.25E+03,0.6545323444,0.5753,0.7529,0.0792323444,0.0983676556,2305.2943211563,2422.3996443366,16155923.6226908,5.03E+06,4812334.61901567
-17.67,0.4881889764,661759.9504743,8.45E+03,0.6697998166,0.5896,0.7716,0.0801998166,0.1018001834,2354.1576669189,2486.4634796988,16537459.5599512,5.16E+06,4915739.93806124
-17.67,0.4960629921,677264.137010265,8.64E+03,0.6853040031,0.6042,0.7907,0.0811040031,0.1053959969,2403.3906081266,2552.321047822,16924911.0182401,5.29E+06,5020039.25449355
-17.71,0.5039370079,692895.3071046,8.84E+03,0.7010523601,0.6042,0.8102,0.0968523601,0.1091476399,2539.9916655225,2619.9580884751,17315535.8106962,5.43E+06,5285090.45970406
-17.74,0.5118110236,708806.638721196,9.05E+03,0.7170527014,0.6345,0.8303,0.0825527014,0.1132472986,2502.1840098332,2690.7273595661,17713161.8727838,5.58E+06,5229730.20291072
-17.74,0.5196850394,725067.159592977,9.25E+03,0.7333132223,0.6345,0.8509,0.0988132223,0.1175867777,2641.5176707658,2763.9560380401,18119514.2157264,5.73E+06,5500263.57129261
-17.74,0.5275590551,741596.461544187,9.47E+03,0.7498425242,0.6502,0.8719,0.0996425242,0.1220574758,2692.5850743171,2838.939596681,18532583.429686,5.88E+06,5608808.64285244
-17.77,0.5354330709,758313.598856902,9.68E+03,0.7666496426,0.6663,0.8935,0.1003496426,0.1268503574,2743.7894181335,2917.0627035755,18950346.6715822,6.04E+06,5717778.0565366
-17.83,0.5433070866,775225.113877607,9.89E+03,0.7837440759,0.6828,0.8935,0.1009440759,0.1097559241,2795.2408332495,2848.8311716014,19372967.4354286,5.93E+06,5827380.9324542
-17.83,0.5511811024,792616.856589476,1.01E+04,0.8011358186,0.6997,0.9156,0.1014358186,0.1144641814,2847.0524516706,2926.4217891904,19807589.146169,6.08E+06,5938080.13941244
-17.83,0.5590551181,810316.433688877,1.03E+04,0.8188353957,0.717,0.9383,0.1018353957,0.1194646043,2899.3400477081,3006.9486672519,20249903.6747224,6.25E+06,6049937.32825515
-17.83,0.5669291339,828334.939191555,1.06E+04,0.8368539012,0.7347,0.9615,0.1021539012,0.1246460988,2952.2217385694,3089.7660394843,20700188.2618566,6.42E+06,6163180.40201332
-17.85,0.5748031496,846622.217437226,1.08E+04,0.8552030399,0.7347,0.9853,0.1205030399,0.1300969601,3113.2325093247,3175.5142249783,21157189.5116793,6.59E+06,6475549.20827453
-17.98,0.5826771654,864901.16150856,1.10E+04,0.8738951729,0.7529,1.0097,0.1209951729,0.1358048271,3167.8625296266,3264.1873126017,21613982.489498,6.77E+06,6592168.40803038
-18,0.5905511811,883884.046486908,1.13E+04,0.8929433679,0.7716,1.0347,0.1213433679,0.1417566321,3222.7694871712,3355.7694018794,22088367.0339777,6.96E+06,6709925.61543318
-18.03,0.5984251969,903203.27706463,1.15E+04,0.9123614537,0.7907,1.0604,0.1216614537,0.1480385463,3278.7205773685,3450.9322992865,22571156.894832,7.15E+06,6829914.3344975
-18.06,0.6062992126,922905.970373009,1.18E+04,0.932164081,0.8102,1.0866,0.121964081,0.154435919,3335.854837433,3548.2501499547,23063529.5347536,7.34E+06,6952431.78457819
-18.16,0.6141732283,942767.621629078,1.20E+04,0.9523667883,0.8303,1.0866,0.1220667883,0.1342332117,3393.1412432041,3467.1893547915,23559874.5526195,7.21E+06,7075382.97622634
-18.16,0.6220472441,963386.908831814,1.23E+04,0.9729860756,0.8509,1.1411,0.1220860756,0.1681139244,3451.357406094,3753.3853399321,24075152.9825485,7.76E+06,7200731.04845328
-18.16,0.6299212598,984440.318029646,1.26E+04,0.9940394847,0.8509,1.1411,0.1431394847,0.1470605153,3638.1858580575,3663.5732233914,24601280.1725646,7.61E+06,7563161.08816007
-18.2,0.6377952756,1005806.60844027,1.28E+04,1.01554569,0.8719,1.1693,0.14364569,0.15375431,3700.4044485105,3765.999167808,25135226.301155,7.82E+06,7696442.09426515
-18.24,0.6456692913,1027643.56098897,1.31E+04,1.0375245967,0.8935,1.1983,0.1440245967,0.1607754033,3763.3479133309,3872.279409239,25680934.3323344,8.03E+06,7831485.32626574
-18.32,0.6535433071,1049826.27108781,1.34E+04,1.0599974525,0.9156,1.2279,0.1443974525,0.1679025475,3827.8597422042,3981.0015564778,26235282.885653,8.25E+06,7969736.1388969
-18.35,0.6614173228,1072704.8014205,1.37E+04,1.0829869708,0.9383,1.2583,0.1446869708,0.1753130292,3893.5426738847,4093.439488852,26807020.0690483,8.48E+06,8110770.38925887
-18.58,0.6692913386,1095343.16534304,1.40E+04,1.1065174682,0.9615,1.2895,0.1450174682,0.1829825318,3961.2348297743,4209.51584959,27372755.4654017,8.71E+06,8255304.45234103
-18.66,0.6771653543,1119112.59580093,1.43E+04,1.1306150198,0.9615,1.3214,0.1691150198,0.1907849802,4179.0698018713,4328.4133184346,27966756.3484692,8.95E+06,8677474.68797262
-18.72,0.6850393701,1143552.80996873,1.46E+04,1.1553076323,0.9853,1.3541,0.1700076323,0.1987923677,4251.9861630366,4450.7086000732,28577520.1959139,9.20E+06,8833111.94116565
-18.75,0.6929133858,1168742.34937748,1.49E+04,1.1806254403,1.0097,1.3877,0.1709254403,0.2070745597,4326.9864112469,4576.9937969143,29207009.7699015,9.46E+06,8993257.53178856
-18.85,0.7007874016,1194280.0790561,1.52E+04,1.2066009267,1.0347,1.422,0.1719009267,0.2153990733,4404.3703327894,4705.6342755489,29845200.6599824,9.72E+06,9158116.3282229
-18.92,0.7086614173,1220632.33618061,1.56E+04,1.2332691738,1.0604,1.422,0.1728691738,0.1887308262,4483.8240066587,4586.8354542031,30503746.6874319,9.52E+06,9327513.14969778
-19.02,0.7165354331,1247565.78665314,1.59E+04,1.260668148,1.0866,1.4572,0.174068148,0.196531852,4566.9420850224,4713.0874107127,31176816.8055013,9.77E+06,9504182.60367948
-19.04,0.7244094488,1275641.5208541,1.63E+04,1.288839025,1.1135,1.4933,0.175339025,0.204460975,4652.8254133752,4842.58733475,31878432.7292689,1.00E+07,9686957.45812587
-19.07,0.7322834646,1304485.04661435,1.66E+04,1.3178265618,1.1411,1.5682,0.1767265618,0.2503734382,4741.8673055794,5254.4807999858,32599235.855062,1.08E+07,9876234.33007815
-19.15,0.7401574803,1333946.25083281,1.70E+04,1.347679525,1.1411,1.5682,0.206579525,0.220520475,5014.6374620576,5110.4387054626,33335474.8387009,1.06E+07,10404809.5839094
-19.2,0.7480314961,1364467.23973895,1.74E+04,1.3784511837,1.1693,1.607,0.2091511837,0.2285488163,5114.7934406345,5248.2638164682,34098197.9672361,1.09E+07,10615940.8956834
-19.27,0.7559055118,1395857.29504753,1.78E+04,1.410199882,1.1983,1.6468,0.211899882,0.236600118,5218.8671535911,5388.9980005178,34882639.168125,1.11E+07,10835060.4771699
-19.3,0.7637795276,1428490.61161839,1.82E+04,1.4429897048,1.2279,1.6875,0.2150897048,0.2445102952,5328.7582798624,5531.5896701373,35698149.6152455,1.14E+07,11065995.5881896
-19.36,0.7716535433,1462074.00876754,1.87E+04,1.4768912565,1.2583,1.7293,0.2185912565,0.2524087435,5443.7745371649,5677.1045600357,36537402.6885717,1.17E+07,11307213.8546118
-19.42,0.7795275591,1496840.1927672,1.91E+04,1.5119825763,1.2895,1.7721,0.2224825763,0.2601174237,5564.6182126065,5824.4175411587,37406213.7454152,1.20E+07,11560209.9498152
-19.45,0.7874015748,1533042.6033087,1.96E+04,1.5483502205,1.3214,1.816,0.2269502205,0.2676497795,5692.7159544128,5973.8088131616,38310916.2736866,1.23E+07,11827833.5152081
-19.47,0.7952755906,1570671.7750661,2.00E+04,1.5860905484,1.3541,1.861,0.2319905484,0.2749094516,5828.2837927921,6124.7933433921,39251273.7337693,1.27E+07,12110473.4560368
-19.51,0.8031496063,1609667.7484253,2.05E+04,1.6253112616,1.3877,1.907,0.2376112616,0.2816887384,5971.6534927445,6276.110341552,40225787.7278035,1.30E+07,12408688.9573951
-19.56,0.811023622,1650204.20610599,2.11E+04,1.6661332561,1.422,1.9543,0.2441332561,0.2881667439,6125.2345081939,6429.3815657613,41238798.6075308,1.33E+07,12727075.0059118
-19.6,0.8188976378,1692531.64307903,2.16E+04,1.7086928705,1.4572,2.0026,0.2514928705,0.2939071295,6289.0041881495,6581.8026215388,42296566.2719478,1.36E+07,13065807.5077262
-19.6,0.8267716535,1736983.40564986,2.22E+04,1.7531446331,1.4933,2.103,0.2598446331,0.3498553669,6464.4296017476,7122.4484346895,43407421.0847192,1.46E+07,13427883.5685407
-19.75,0.8346456693,1782602.21045883,2.28E+04,1.7996646487,1.5303,2.1551,0.2693646487,0.3554353513,6653.2159109845,7281.9011320003,44547440.4212791,1.50E+07,13815630.626581
-19.8,0.842519685,1831080.93853018,2.34E+04,1.8484548129,1.5682,2.2085,0.2802548129,0.3600451871,6857.3631294452,7439.5201449339,45758929.5789761,1.53E+07,14234208.5211554
-19.97,0.8503937008,1881272.20481563,2.40E+04,1.8997481073,1.607,2.2631,0.2927481073,0.3633518927,7079.238271014,7593.5573775508,47013215.2695252,1.56E+07,14687018.767034
-20.15,0.8582677165,1934096.28882502,2.47E+04,1.9538153286,1.6468,2.3192,0.3070153286,0.3653846714,7320.9843786431,7745.3616104244,48333295.3869012,1.60E+07,15178835.1596264
-20.2,0.8661417323,1990894.77633472,2.54E+04,2.0109737424,1.6875,2.4354,0.3234737424,0.4244262576,7586.6663451435,8358.0854952422,49752696.3185907,1.72E+07,15718341.7626855
-20.4,0.874015748,2050012.78632269,2.62E+04,2.0715983642,1.7293,2.4957,0.3422983642,0.4241016358,7879.0002291806,8502.477459504,51230062.3918022,1.75E+07,16309209.1640509
-20.45,0.8818897638,2114157.31171088,2.70E+04,2.1361368854,1.7721,2.5575,0.3640368854,0.4213631146,8203.6862533708,8639.1739917838,52833041.680348,1.78E+07,16964329.8454555
-20.54,0.8897637795,2182422.7801432,2.79E+04,2.2051297568,1.816,2.6857,0.3891297568,0.4805702432,8566.1987642519,9291.6791109199,54539003.8237679,1.90E+07,17693173.3688906
-20.77,0.8976377953,2254560.57911275,2.88E+04,2.279237729,1.907,2.8203,0.372237729,0.541062271,8637.9220710692,9986.6091326092,56341735.9660618,2.04E+07,17886092.5598668
-20.94,0.905511811,2333038.0105522,2.98E+04,2.3592804367,1.9543,2.8902,0.4049804367,0.5309195633,9081.7840410071,10083.6704938353,58302896.2748243,2.06E+07,18773991.2438596
-21.49,0.9133858268,2414272.25047901,3.08E+04,2.4462918137,2.0026,3.035,0.4436918137,0.5887081863,9592.6891200243,10789.333896274,60332949.5542802,2.20E+07,19789087.6953505
-21.59,0.9212598425,2508402.87362086,3.20E+04,2.5416019935,2.103,3.1102,0.4386019935,0.5685980065,9800.5329698837,10834.2311337477,62685284.978093,2.22E+07,20252127.4291256
-21.83,0.9291338583,2610752.10502813,3.33E+04,2.6469625091,2.1551,3.2661,0.4918625091,0.6191374909,10469.0068009396,11516.7691950595,65243004.3961037,2.35E+07,21577378.1055529
-21.9,0.937007874,2727606.46074649,3.48E+04,2.7647455448,2.2085,3.4298,0.5562455448,0.6650544552,11268.4793593039,12191.2858910425,68163208.5890461,2.49E+07,23159475.9101013
-22.15,0.9448818898,2857622.39225073,3.65E+04,2.8982769374,2.3192,3.6909,0.5790769374,0.7926230626,11780.3500000581,13656.369050637,71412322.120108,2.77E+07,24216300.2424751
-22.26,0.9527559055,3010122.64732613,3.84E+04,3.0524276172,2.4354,3.9719,0.6170276172,0.9194723828,12464.3821162247,15200.8584088302,75223321.5608931,3.08E+07,25611889.616743
-22.26,0.9606299213,3192444.20412008,4.07E+04,3.234749174,2.5575,4.171,0.677249174,0.936250826,13399.3148031552,15735.9954419066,79779558.864505,3.19E+07,27499151.029703
-22.48,0.968503937,3412083.18243707,4.36E+04,3.4578927253,2.6857,4.5997,0.7721927253,1.1418072747,14728.2386826307,18225.5416221617,85268362.9529102,3.68E+07,30152366.5525417
-22.6,0.9763779528,3697732.79423898,4.72E+04,3.7455747978,2.8902,5.1979,0.8553747978,1.4523252022,16116.3292328546,22003.5883519656,92406780.5922733,4.41E+07,32967149.2228077
-22.87,0.9842519685,4098289.05001706,5.23E+04,4.1510399059,3.1102,6.0195,1.0408399059,1.8684600941,18684.2958206186,27227.8652119691,102416728.8774,5.43E+07,38081921.4148863
-23.07,0.9921259843,4787478.10528484,6.11E+04,4.8441870865,3.5147,7.8776,1.3294870865,3.0334129135,22869.7165485577,41642.5942027113,119639645.01562,8.25E+07,46451837.7744704
-23.35,1,Err:502,Err:502,Err:502,4.5997,19.4706,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
