Flight/sample#,,20150811_b921_filter6_107l,,,,,,,,,,,
Total flow (litres),,,107,,,,,,,,,,
Total area (um2/cm3),,,92.5156721838,9.7046629476,,,,,,,,,
Area for d>0.5um (um2/cm3),,,80.8668911666,9.6657960525,,,,,,,,,
Total number (um2/cm3),,,102.1308326507,43.1954819132,,,,,,,,,
Number for d>0.5um (um2/cm3),,,9.6528766998,0.8459546449,,,,,,,,,
T,f,K,inp_air,kj,kj lower_95,kj upper_95,kj lower error,kj upper error,inp_air lower error,inp_air upper error,ns (m2) (total),ns upper error,ns lower error
-18.86,0.137254902,135270.498142196,1.58E+03,0.1476359988,0.1294,0.1736,0.0182359988,0.0259640012,478.1152503932,524.6648458433,17092430.8038791,5.95E+06,5470124.66753714
-18.9,0.1470588235,146518.957833794,1.71E+03,0.1590646946,0.1427,0.1868,0.0163646946,0.0277353054,499.1982971849,563.6708239371,18513757.1209208,6.39E+06,5734672.11187744
-18.94,0.1568627451,157896.917030624,1.85E+03,0.170625517,0.1499,0.201,0.020725517,0.030374483,550.7533131709,608.859295014,19951446.6610062,6.91E+06,6310247.73248465
-19.05,0.1666666667,169076.222529097,1.98E+03,0.1823215568,0.1613,0.2163,0.0210215568,0.0339784432,582.8423475657,661.1285489046,21364034.8327983,7.49E+06,6686655.59416635
-19.13,0.1764705882,180521.745493147,2.11E+03,0.1941560144,0.1736,0.2271,0.0205560144,0.0329439856,611.9620415213,681.9588655594,22810261.5560234,7.75E+06,7034149.67058164
-19.31,0.1862745098,191580.564964893,2.24E+03,0.2061322055,0.1823,0.2444,0.0238322055,0.0382677945,659.282013435,746.4308492776,24207625.424638,8.46E+06,7565076.43003444
-19.44,0.1960784314,203001.22612199,2.37E+03,0.218253566,0.1914,0.2567,0.026853566,0.038446434,706.2613393527,776.0518225344,25650710.6741434,8.81E+06,8094272.866996
-19.57,0.2058823529,214536.878839422,2.51E+03,0.2305236586,0.201,0.2696,0.0295236586,0.0390763414,752.094559292,809.4439581395,27108325.9602423,9.20E+06,8612361.37668278
-19.6,0.2156862745,226784.951159979,2.65E+03,0.2429461786,0.2163,0.2831,0.0266461786,0.0401538214,770.0524545802,846.3379322084,28655960.7475405,9.63E+06,8849633.11045038
-19.63,0.2254901961,239187.382116462,2.80E+03,0.2555249608,0.2271,0.2973,0.0284249608,0.0417750392,811.8213900312,887.2010063744,30223099.8934371,1.01E+07,9330107.90121254
-19.68,0.2352941176,251628.202462732,2.94E+03,0.2682639866,0.2385,0.3122,0.0297639866,0.0439360134,851.9209985054,931.9360173096,31795089.8234852,1.06E+07,9793788.67576518
-19.71,0.2450980392,264350.077687621,3.09E+03,0.2811673914,0.2444,0.3278,0.0367673914,0.0466326086,921.4203814981,980.5362650969,33402593.1221602,1.12E+07,10557976.3911227
-19.71,0.2549019608,277422.159254973,3.24E+03,0.294239473,0.2567,0.3442,0.037539473,0.049960527,959.1969883303,1033.7231421158,35054347.5898473,1.18E+07,11000697.9252199
-19.78,0.2647058824,290236.076212261,3.39E+03,0.3074846997,0.2696,0.3615,0.0378846997,0.0540153003,995.2821474527,1092.3219716404,36673481.0441269,1.24E+07,11425117.0978741
-19.87,0.2745098039,303088.261929936,3.54E+03,0.3209077201,0.2831,0.3796,0.0378077201,0.0586922799,1029.8866367441,1155.8891282835,38297450.0401384,1.31E+07,11834724.3977613
-19.87,0.2843137255,316693.913985714,3.70E+03,0.3345133721,0.2901,0.389,0.0444133721,0.0544866279,1099.9176224792,1160.1563239495,40016625.0967764,1.32E+07,12608260.2650822
-19.9,0.2941176471,330292.790260799,3.86E+03,0.3483066943,0.3046,0.4085,0.0437066943,0.0601933057,1131.5690434768,1230.6650420148,41734943.9832645,1.40E+07,12990993.0450486
-20.06,0.3039215686,343205.582966009,4.01E+03,0.3622929362,0.3199,0.4186,0.0423929362,0.0563070638,1161.250173627,1239.4258549791,43366571.121701,1.41E+07,13350832.8882477
-20.27,0.3137254902,355883.644524597,4.16E+03,0.3764775712,0.3278,0.4396,0.0486775712,0.0631224288,1230.7601354028,1317.3696531981,44968538.2386528,1.50E+07,14114803.1086903
-20.3,0.3235294118,370047.661129429,4.33E+03,0.3908663087,0.3442,0.4617,0.0466663087,0.0708336913,1257.5134800603,1403.3534059917,46758266.7977107,1.59E+07,14450317.157679
-20.35,0.3333333333,384266.463374454,4.49E+03,0.4054651081,0.3528,0.4731,0.0526651081,0.0676348919,1326.8215510995,1416.5296884018,48554917.9287774,1.61E+07,15219156.1403799
-20.37,0.3431372549,398927.615251348,4.66E+03,0.4202801939,0.3705,0.4848,0.0497801939,0.0645198061,1350.1338489923,1432.8617245559,50407463.2169418,1.64E+07,15521957.0517969
-20.52,0.3529411765,412774.792522559,4.83E+03,0.4353180713,0.3796,0.5091,0.0557180713,0.0737819287,1420.0636356254,1528.482399928,52157156.7760534,1.74E+07,16295361.596967
-20.66,0.362745098,426871.112047011,4.99E+03,0.4505855434,0.389,0.5217,0.0615855434,0.0711144566,1491.4051639132,1548.2539907029,53938331.3068649,1.77E+07,17084660.5734646
-20.74,0.3725490196,441678.95037078,5.16E+03,0.4660897299,0.4085,0.5479,0.0575897299,0.0818102701,1509.5147601426,1655.3054060588,55809411.5156329,1.88E+07,17334778.7978499
-20.74,0.3823529412,457427.307338919,5.35E+03,0.4818380869,0.4186,0.5614,0.0632380869,0.0795619131,1580.2969752216,1678.0619618733,57799333.2313771,1.91E+07,18125511.8549226
-20.82,0.3921568627,472710.852973257,5.53E+03,0.4978384282,0.429,0.5753,0.0688384282,0.0774615718,1652.3116919057,1703.6830174873,59730522.5873759,1.95E+07,18926967.3677619
-20.92,0.4019607843,488045.708536953,5.71E+03,0.5140989491,0.4505,0.6042,0.0635989491,0.0901010509,1665.4040443623,1824.8906402295,61668195.3335384,2.08E+07,19128338.6646112
-20.97,0.4117647059,504099.467693191,5.89E+03,0.5306282511,0.4617,0.6191,0.0689282511,0.0884717489,1736.4306874673,1853.5287166427,63696706.8810577,2.11E+07,19922879.2485355
-20.98,0.4215686275,520810.440884636,6.09E+03,0.5474353694,0.4731,0.6345,0.0743353694,0.0870646306,1809.2268741202,1885.2225880456,65808262.2967847,2.15E+07,20738519.0177138
-21.01,0.431372549,537614.343128926,6.28E+03,0.5645298027,0.4848,0.6663,0.0797298027,0.1017701973,1883.2416054183,2023.1837616838,67931559.9876363,2.30E+07,21567132.958402
-21.1,0.4411764706,554115.332095881,6.48E+03,0.5819215454,0.5091,0.6828,0.0728215454,0.1008784546,1889.4763250797,2058.182929245,70016582.3390494,2.34E+07,21703784.2929948
-21.15,0.4509803922,571307.3698595,6.68E+03,0.5996211225,0.5217,0.6997,0.0779211225,0.1000788775,1962.3701292612,2095.2047596133,72188923.8317482,2.39E+07,22522380.0023598
-21.17,0.4607843137,589120.275114455,6.89E+03,0.6176396281,0.5346,0.717,0.0830396281,0.0993603719,2036.6108553427,2134.1505819098,74439716.5372376,2.44E+07,23357560.3395325
-21.24,0.4705882353,606737.984471628,7.09E+03,0.6359887667,0.5479,0.7347,0.0880887667,0.0987112333,2111.6699429899,2174.9288245282,76665844.7931843,2.48E+07,24200312.9819717
-21.32,0.4803921569,624571.200412121,7.30E+03,0.6546808997,0.5614,0.7716,0.0932808997,0.1169191003,2188.734271256,2338.7117146043,78919203.9044452,2.66E+07,25064567.7428397
-21.42,0.4901960784,642510.195477833,7.51E+03,0.6737290947,0.5753,0.7907,0.0984290947,0.1169709053,2266.7274582993,2384.0823926926,81185928.99279,2.71E+07,25938874.2924256
-21.42,0.5,661928.281334935,7.74E+03,0.6931471806,0.6042,0.8102,0.0889471806,0.1170528194,2262.3621258329,2430.9451321577,83639548.1737247,2.77E+07,25980094.1920315
-21.46,0.5098039216,681275.870554181,7.96E+03,0.7129498079,0.6191,0.8303,0.0938498079,0.1173501921,2339.8121613069,2480.521800436,86084259.5815603,2.83E+07,26854703.1217736
-21.49,0.5196078431,701132.951992434,8.20E+03,0.7331525152,0.6345,0.8509,0.0986525152,0.1177474848,2417.9643218643,2532.0424881937,88593349.1104061,2.89E+07,27738784.5204286
-21.49,0.5294117647,721752.23919517,8.44E+03,0.7537718024,0.6502,0.8935,0.1035718024,0.1397281976,2498.0230476654,2728.0526037513,91198748.9912256,3.10E+07,28645708.831433
-21.49,0.5392156863,742805.648393002,8.68E+03,0.7748252116,0.6663,0.9156,0.1085252116,0.1407747884,2579.5559605823,2784.3863088337,93859003.4062084,3.17E+07,29569608.7012832
-21.55,0.5490196078,763609.246296482,8.93E+03,0.7963314168,0.6828,0.9383,0.1135314168,0.1419685832,2662.6959213718,2843.0368070013,96487692.3111842,3.24E+07,30508826.6954104
-21.7,0.5588235294,783763.441718319,9.16E+03,0.8183103235,0.6997,0.9615,0.1186103235,0.1431896765,2747.5930626104,2903.2117966042,99034324.3956872,3.31E+07,31463174.9072868
-21.73,0.568627451,805859.322132096,9.42E+03,0.8407831794,0.717,0.9853,0.1237831794,0.1445168206,2834.4150571845,2965.4863966221,101826302.781294,3.38E+07,32445719.0964657
-21.73,0.5784313725,828848.840356795,9.69E+03,0.8637726976,0.7347,1.0097,0.1290726976,0.1459273024,2923.3477083617,3029.7474426221,104731198.932834,3.45E+07,33453734.0227014
-21.79,0.5882352941,851613.001339835,9.96E+03,0.887303195,0.7529,1.0347,0.134403195,0.147396805,3013.986299817,3095.8838544812,107607619.525312,3.53E+07,34478216.3891221
-21.83,0.5980392157,875190.342485726,1.02E+04,0.9114007466,0.7716,1.0604,0.1398007466,0.1489992534,3106.5382604762,3164.429395304,110586791.463098,3.61E+07,35525802.8811027
-21.87,0.6078431373,899355.162198927,1.05E+04,0.9360933592,0.8102,1.1135,0.1258933592,0.1774066408,3086.8987521442,3415.2702642632,113640195.675463,3.88E+07,35431695.3771654
-21.87,0.6176470588,924672.970183217,1.08E+04,0.9614111672,0.8303,1.1411,0.1311111672,0.1796888328,3180.5459686534,3489.8585457979,116839288.508126,3.97E+07,36497827.895593
-21.97,0.6274509804,949295.071945974,1.11E+04,0.9873866536,0.8303,1.1693,0.1570866536,0.1819133464,3400.6251539414,3565.7245176737,119950473.699324,4.05E+07,38851224.0955679
-21.97,0.637254902,975963.319028135,1.14E+04,1.0140549006,0.8719,1.1983,0.1421549006,0.1842450994,3376.704636406,3644.1133242675,123320204.528831,4.15E+07,38723339.0091261
-21.97,0.6470588235,1003362.29321625,1.17E+04,1.0414538748,0.8935,1.2279,0.1479538748,0.1864461252,3479.2625116774,3723.478379065,126782268.148316,4.24E+07,39889528.6534528
-21.97,0.6568627451,1031533.17018295,1.21E+04,1.0696247518,0.9156,1.2583,0.1540247518,0.1886752482,3585.4587604848,3805.0334615876,130341867.409432,4.33E+07,41096227.4212915
-22.16,0.6666666667,1057810.40406662,1.24E+04,1.0986122887,0.9383,1.2895,0.1603122887,0.1908877113,3695.0954079837,3888.5943165132,133662190.820985,4.43E+07,42329706.7856564
-22.22,0.6764705882,1086768.04885964,1.27E+04,1.1284652518,0.9615,1.3214,0.1669652518,0.1929347482,3809.1909023363,3973.3096939315,137321204.032779,4.53E+07,43620503.2019859
-22.33,0.6862745098,1115846.95470903,1.30E+04,1.1592369105,0.9853,1.3877,0.1739369105,0.2284630895,3927.6255074051,4292.397996909,140995539.478492,4.87E+07,44956163.1628649
-22.37,0.6960784314,1146963.2129785,1.34E+04,1.1909856088,1.0097,1.422,0.1812856088,0.2310143912,4050.920338881,4383.1335420682,144927309.514464,4.98E+07,46350380.2827202
-22.37,0.7058823529,1179753.03580149,1.38E+04,1.2237754316,1.0347,1.4572,0.1890754316,0.2334245684,4179.6579490615,4475.5059816143,149070546.845373,5.08E+07,47807496.494251
-22.55,0.7156862745,1210692.5735443,1.42E+04,1.2576769833,1.0604,1.4933,0.1972769833,0.2356230167,4313.8663500192,4569.2395347323,152979986.931984,5.19E+07,49312569.996839
-22.66,0.7254901961,1243876.49942168,1.45E+04,1.2927683031,1.0866,1.5303,0.2061683031,0.2375316969,4455.5228054321,4664.0534660023,157173022.10706,5.30E+07,50903589.0938278
-22.76,0.7352941176,1278443.03679876,1.49E+04,1.3291359473,1.1135,1.607,0.2156359473,0.2778640527,4604.1982458951,5039.3770740453,161540760.500588,5.70E+07,52572458.7666566
-22.76,0.7450980392,1316183.36478161,1.54E+04,1.3668762753,1.1411,1.6468,0.2257762753,0.2799237247,4760.8076332799,5138.8017153669,166309530.878623,5.82E+07,54336186.178076
-22.92,0.7549019608,1352383.28534579,1.58E+04,1.4060969884,1.1693,1.6875,0.2367969884,0.2814030116,4927.0491420445,5237.8067623196,170883659.353398,5.94E+07,56192139.4118345
-22.98,0.7647058824,1392026.63665306,1.63E+04,1.4469189829,1.2279,1.7293,0.2190189829,0.2823810171,4913.9638745968,5337.4711510602,175892890.844074,6.06E+07,56228333.8290427
-23.13,0.7745098039,1431525.24738988,1.67E+04,1.4894785974,1.2279,1.7721,0.2615785974,0.2826214026,5290.778196267,5436.6590481685,180883833.290068,6.18E+07,60253464.6745501
-23.21,0.7843137255,1474275.27353458,1.72E+04,1.5339303599,1.2895,1.861,0.2444303599,0.3270696401,5285.4354177869,5864.2915354093,186285616.190092,6.63E+07,60379649.8716873
-23.25,0.7941176471,1519925.77306017,1.78E+04,1.5804503756,1.3214,1.907,0.2590503756,0.3265496244,5491.7337065194,5963.2926798832,192053895.415939,6.75E+07,62685518.5601909
-23.27,0.8039215686,1568276.43797269,1.83E+04,1.6292405397,1.3541,1.9543,0.2751405397,0.3250594603,5713.9838959536,6061.6862600549,198163360.566796,6.87E+07,65166546.2629979
-23.33,0.8137254902,1618231.99318634,1.89E+04,1.6805338341,1.3877,2.0522,0.2928338341,0.3716661659,5953.94375607,6527.48815803,204475615.511411,7.37E+07,67836278.7355482
-23.4,0.8235294118,1670701.37341555,1.95E+04,1.7346010554,1.422,2.103,0.3126010554,0.3683989446,6215.8233201068,6620.3628579692,211105510.892941,7.49E+07,70741994.5991727
-23.44,0.8333333333,1726928.40309003,2.02E+04,1.7917594692,1.4933,2.2085,0.2984594692,0.4167405308,6256.9334011469,7121.0720883956,218210213.154098,8.03E+07,71399576.7156129
-23.61,0.8431372549,1783440.77825189,2.08E+04,1.852384091,1.5303,2.2631,0.322084091,0.410715909,6558.1239370237,7203.1093032984,225350970.934125,8.14E+07,74724189.963725
-23.63,0.8529411765,1847478.66768782,2.16E+04,1.9169226122,1.5682,2.3192,0.3487226122,0.4022773878,6891.6648407326,7279.5152232736,233442633.262886,8.24E+07,78413505.3424461
-23.65,0.862745098,1915967.27213721,2.24E+04,1.9859154837,1.6468,2.4354,0.3391154837,0.4494845163,6989.604738504,7794.1515422926,242096676.446603,8.80E+07,79704455.7961248
-23.65,0.8725490196,1990075.24429093,2.33E+04,2.0600234558,1.6875,2.5575,0.3725234558,0.4974765442,7390.734278607,8335.39632782,251460768.421202,9.39E+07,84128462.8068746
-23.67,0.8823529412,2069610.02319302,2.42E+04,2.1400661635,1.7293,2.6857,0.4107661635,0.5456338365,7844.8332560814,8897.6656791943,261510577.681583,1.00E+08,89121463.3681029
-23.95,0.8921568627,2149110.66749369,2.51E+04,2.2270775405,1.816,2.7522,0.4110775405,0.5251224595,8047.9397809785,8908.4259648854,271556073.781883,1.00E+08,91535182.4317122
-24.02,0.9019607843,2242421.24876853,2.62E+04,2.3223877203,1.861,2.8902,0.4613877203,0.5678122797,8626.1952989584,9454.0778886767,283346557.853534,1.06E+08,97863088.28178
-24.16,0.9117647059,2343627.40238161,2.74E+04,2.4277482359,1.9543,3.035,0.4734482359,0.6072517641,8953.0642645223,9995.907815664,296134706.05522,1.12E+08,101636937.363805
-24.23,0.9215686275,2459253.01029152,2.87E+04,2.5455312716,2.0522,3.1872,0.4933312716,0.6416687284,9365.1635747786,10522.0855630623,310744859.263048,1.18E+08,106346614.612164
-24.42,0.931372549,2586645.50766211,3.02E+04,2.6790626642,2.103,3.4298,0.5760626642,0.7507373358,10279.0466884304,11718.7976363275,326841846.234672,1.31E+08,116275526.852877
-24.56,0.9411764706,2735994.99618732,3.20E+04,2.8332133441,2.2085,3.6909,0.6247133441,0.8576866559,10990.0895947439,12960.6290296742,345713261.903804,1.45E+08,124203734.379496
-24.74,0.9509803922,2911775.28925516,3.40E+04,3.0155349009,2.3766,3.9719,0.6389349009,0.9563650991,11497.7472317073,14191.5763093525,367924405.776352,1.58E+08,130133670.96397
-25.02,0.9607843137,3123857.90672818,3.65E+04,3.2386784522,2.4957,4.3801,0.7429784522,1.1414215478,12789.5795331095,16314.9945660452,394722617.608562,1.81E+08,144309884.329567
-25.17,0.9705882353,3405137.15371988,3.98E+04,3.5263605246,2.6857,4.8302,0.8406605246,1.3038394754,14179.7898724193,18352.2795765665,430264336.843742,2.03E+08,159776252.038277
-25.19,0.9803921569,3809721.99860898,4.45E+04,3.9318256327,2.8902,5.7321,1.0416256327,1.8002743673,16678.4385149447,23933.313079147,481386632.987693,2.64E+08,187215470.058877
-25.42,0.9901960784,4492274.84471391,5.25E+04,4.6249728133,3.2661,7.6873,1.3588728133,3.0623271867,20786.5139590287,38226.7739324407,567632247.902006,4.17E+08,232436972.294579
-25.61,1,Err:502,Err:502,Err:502,4.3801,19.4706,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
