Flight/sample#,,20150811_b920_filter2_306l,,,,,,,,,,,
Total flow (litres),,,306,,,,,,,,,,
Total area (um2/cm3),,,66.7406754445,6.4394550609,,,,,,,,,
Area for d>0.5um (um2/cm3),,,34.6444417162,6.412481295,,,,,,,,,
Total number (um2/cm3),,,305.6895132258,7.8625423417,,,,,,,,,
Number for d>0.5um (um2/cm3),,,2.7589751828,0.1251643207,,,,,,,,,
T,f,K,inp_air,kj,kj lower_95,kj upper_95,kj lower error,kj upper error,inp_air lower error,inp_air upper error,ns (m2) (total),ns upper error,ns lower error
-17.45,0.2795698925,320482.082520727,1.31E+03,0.3279068738,0.2831,0.389,0.0448068738,0.0610931262,379.4497849214,415.6931665006,19628700.8984682,6.51E+06,5992571.68873874
-17.62,0.2903225806,335049.00398769,1.37E+03,0.3429447511,0.2973,0.3987,0.0456447511,0.0557552489,394.4742877938,415.6204463501,20520887.2642005,6.53E+06,6233365.4210804
-17.7,0.3010752688,350084.626181826,1.43E+03,0.3582122233,0.3122,0.4186,0.0460122233,0.0603877767,408.8614018208,439.0050326159,21441780.340499,6.90E+06,6466011.08215938
-17.83,0.311827957,365197.447759019,1.49E+03,0.3737164098,0.3278,0.4396,0.0459164098,0.0658835902,422.70065856,464.7326181147,22367401.6798806,7.29E+06,6691068.95842808
-17.85,0.3225806452,380883.944304633,1.56E+03,0.3894647668,0.3359,0.4617,0.0535647668,0.0722352332,451.3688185168,492.9295673784,23328159.1313328,7.72E+06,7127737.97585299
-17.93,0.3333333333,396632.319230665,1.62E+03,0.4054651081,0.3528,0.4731,0.0526651081,0.0676348919,463.8971980877,495.269323663,24292706.4739757,7.78E+06,7335295.49635218
-17.93,0.3440860215,412892.840102446,1.69E+03,0.421725629,0.3615,0.4968,0.060225629,0.075074371,493.2312777452,526.1620910421,25288621.4347593,8.25E+06,7782637.6046532
-18,0.3548387097,429195.6095409,1.75E+03,0.4382549309,0.3796,0.5091,0.0586549309,0.0708450691,504.7345971302,530.2212826924,26287124.0112751,8.34E+06,7976598.2662324
-18.03,0.3655913978,445903.8725779,1.82E+03,0.4550620492,0.389,0.5346,0.0660620492,0.0795379508,534.4284062055,564.268360814,27310462.0247661,8.86E+06,8429951.99874326
-18.23,0.376344086,462311.128258272,1.89E+03,0.4721564826,0.4085,0.5479,0.0636564826,0.0757435174,544.6827707386,569.9414632645,28315364.1140861,8.97E+06,8606317.9022295
-18.31,0.3870967742,479413.772960566,1.96E+03,0.4895482253,0.4186,0.5753,0.0709482253,0.0857517747,574.6810553144,607.4693565548,29362856.9873028,9.53E+06,9064749.29050171
-18.39,0.3978494624,496815.763005084,2.03E+03,0.5072478024,0.4396,0.5896,0.0676478024,0.0823521976,583.7258749608,614.4841707994,30428683.9905951,9.66E+06,9225788.20428037
-18.44,0.4086021505,514643.855297335,2.10E+03,0.5252663079,0.4505,0.6191,0.0747663079,0.0938336921,613.8270747047,656.1249143031,31520608.6574671,1.03E+07,9686983.97303761
-18.48,0.4193548387,532838.164021681,2.18E+03,0.5436154466,0.4731,0.6502,0.0705154466,0.1065845534,621.7788086064,702.3851112209,32634963.1361812,1.10E+07,9834071.96421214
-18.63,0.4301075269,550929.315223912,2.25E+03,0.5623075796,0.4848,0.6663,0.0775075796,0.1039924204,652.0237485243,710.9544861491,33742999.4827516,1.11E+07,10297709.3223064
-18.71,0.4408602151,569643.399966837,2.33E+03,0.5813557746,0.4968,0.6828,0.0845557746,0.1014442254,683.0783597017,720.4748360401,34889188.9018862,1.13E+07,10774191.4964689
-18.75,0.4516129032,588890.769477466,2.41E+03,0.6007738604,0.5217,0.6997,0.0790738604,0.0989261396,689.3361547759,730.9103125131,36068040.6374805,1.15E+07,10899082.0254816
-18.8,0.4623655914,608476.497909648,2.49E+03,0.6205764877,0.5346,0.7347,0.0859764877,0.1141235123,720.4595796875,783.0530875323,37267615.9842522,1.23E+07,11378028.675516
-19.02,0.4731182796,627676.833693285,2.57E+03,0.640779195,0.5479,0.7529,0.092879195,0.112120805,752.2394419069,794.8423069105,38443587.0253877,1.25E+07,11865729.2061528
-19.1,0.4838709677,647911.384455592,2.65E+03,0.6613984822,0.5614,0.7716,0.0999984822,0.1102015178,785.1024444955,807.6024996799,39682901.0662982,1.27E+07,12370895.9081389
-19.16,0.4946236559,668668.845406251,2.73E+03,0.6824518914,0.5896,0.8102,0.0928518914,0.1277481086,788.9333764562,866.6287531407,40954242.0074436,1.36E+07,12463834.8029425
-19.19,0.5053763441,690024.650083068,2.82E+03,0.7039580967,0.6042,0.8303,0.0997580967,0.1263419033,821.7461449242,880.7379218278,42262229.95844,1.38E+07,12970179.0035296
-19.21,0.5161290323,711902.379112679,2.91E+03,0.7259370034,0.6191,0.8509,0.1068370034,0.1249629966,855.5596764116,895.6494889366,43602184.4297861,1.41E+07,13491825.345635
-19.23,0.5268817204,734273.322574024,3.00E+03,0.7484098592,0.6345,0.8935,0.1139098592,0.1450901408,890.0005836968,962.829041224,44972347.0128718,1.51E+07,14023404.0721232
-19.23,0.5376344086,757262.840798722,3.10E+03,0.7713993775,0.6502,0.9156,0.1211993775,0.1442006225,925.5398952126,979.0945748547,46380395.7046526,1.53E+07,14571850.1734268
-19.28,0.5483870968,780535.307806292,3.19E+03,0.7949298749,0.6828,0.9383,0.1121298749,0.1433701251,926.8868757004,996.2381878535,47805774.2795422,1.56E+07,14633822.8621625
-19.41,0.5591397849,803939.723506093,3.29E+03,0.8190274264,0.6997,0.9615,0.1193274264,0.1424725736,962.7573231523,1013.9771439186,49239234.3714807,1.59E+07,15187528.4637224
-19.59,0.5698924731,827617.171303667,3.38E+03,0.843720039,0.717,1.0097,0.126720039,0.165979961,999.732216072,1091.547874462,50689416.975145,1.71E+07,15757554.5726047
-19.59,0.5806451613,852934.979287956,3.49E+03,0.869037847,0.7347,1.0347,0.134337847,0.165662153,1037.8978680662,1110.9696783443,52240067.4090779,1.74E+07,16347637.7476715
-19.64,0.5913978495,878616.544376195,3.59E+03,0.8950133334,0.7529,1.0604,0.1421133334,0.1653866666,1077.1316670412,1131.2794383085,53812997.0273475,1.77E+07,16953685.1920286
-19.64,0.6021505376,905284.791458357,3.70E+03,0.9216815805,0.7716,1.0866,0.1500815805,0.1649184195,1117.531647397,1151.9415685412,55446358.3726837,1.81E+07,17578226.297447
-19.64,0.6129032258,932683.765646471,3.81E+03,0.9490805547,0.8102,1.1135,0.1388805547,0.1644194453,1116.888605888,1173.400635719,57124474.8684119,1.84E+07,17619025.5819469
-19.67,0.623655914,960675.720915535,3.93E+03,0.9772514317,0.8303,1.1693,0.1469514317,0.1920485683,1158.3278934997,1263.7931993682,58838909.9258046,1.98E+07,18260547.4272562
-19.72,0.6344086022,989360.705797394,4.04E+03,1.0062389685,0.8509,1.1983,0.1553389685,0.1920610315,1201.3090434452,1286.976041749,60595791.2593708,2.02E+07,18925376.7600364
-19.88,0.6451612903,1018207.89258669,4.16E+03,1.0360919317,0.8719,1.2279,0.1641919317,0.1918080683,1246.2069470093,1310.4602594066,62362607.0413818,2.05E+07,19617909.0193033
-20.14,0.6559139785,1047215.75792621,4.28E+03,1.0668635904,0.8935,1.2583,0.1733635904,0.1914364096,1292.7594948693,1334.6874405325,64139263.9701372,2.09E+07,20334444.4566216
-20.3,0.6666666667,1077793.64111053,4.41E+03,1.0986122887,0.9156,1.3214,0.1830122887,0.2227877113,1341.3785531254,1438.4012306242,66012080.4421609,2.25E+07,21083417.4790542
-20.32,0.6774193548,1110432.28937386,4.54E+03,1.1314021115,0.9615,1.3541,0.1699021115,0.2226978885,1340.5555738261,1464.0464957156,68011113.4597083,2.29E+07,21130761.8546651
-20.39,0.688172043,1143796.03282587,4.68E+03,1.1653036632,0.9853,1.3877,0.1800036632,0.2223963368,1391.4455703716,1490.3558722386,70054556.6872415,2.33E+07,21916849.1906748
-20.44,0.6989247312,1178494.77964352,4.82E+03,1.200394983,1.0097,1.422,0.190694983,0.221605017,1444.8557739897,1516.7578161858,72179765.4273942,2.38E+07,22741402.6122317
-20.47,0.7096774194,1214623.44888174,4.97E+03,1.2367626271,1.0347,1.4933,0.2020626271,0.2565373729,1501.0813541216,1634.2207757997,74392553.227445,2.55E+07,23608821.0765825
-20.54,0.7204301075,1251795.97843164,5.12E+03,1.2745029551,1.0604,1.5303,0.2141029551,0.2557970449,1560.2291164864,1661.831305113,76669274.7790381,2.60E+07,24519961.4650505
-20.6,0.7311827957,1290518.43094666,5.28E+03,1.3137236683,1.0866,1.5682,0.2271236683,0.2544763317,1623.136778421,1689.5811867669,79040925.1143524,2.64E+07,25487733.1752759
-20.82,0.7419354839,1329418.08753939,5.43E+03,1.3545456628,1.1411,1.6468,0.2134456628,0.2922543372,1626.5780370274,1819.8018427179,81423428.7423434,2.84E+07,25606526.0118013
-20.89,0.752688172,1371333.26079205,5.61E+03,1.3971052772,1.1693,1.6875,0.2278052772,0.2903947228,1694.6713021298,1847.6622927816,83990624.9874898,2.88E+07,26653693.7816113
-21.1,0.7634408602,1413750.8264411,5.78E+03,1.4415570398,1.1983,1.7293,0.2432570398,0.2877429602,1767.2393705433,1875.5908807356,86588591.4710375,2.93E+07,27765897.0483232
-21.16,0.7741935484,1459660.68856255,5.97E+03,1.4880770554,1.2279,1.816,0.2601770554,0.3279229446,1845.3847481516,2017.7125246237,89400452.1054415,3.14E+07,28964301.0313434
-21.31,0.7849462366,1506866.2492399,6.16E+03,1.5368672196,1.2583,1.861,0.2785672196,0.3241327804,1929.3986111327,2044.8604680763,92291670.9342517,3.19E+07,30249265.0204835
-21.37,0.7956989247,1557501.23042103,6.37E+03,1.588160514,1.3214,1.907,0.266760514,0.318839486,1944.1274295436,2071.0433916506,95392932.9230233,3.24E+07,30549058.048486
-21.39,0.8064516129,1611345.81937671,6.59E+03,1.6422277353,1.3541,2.0026,0.2881277353,0.3603722647,2038.9048313035,2222.604472534,98690775.1090796,3.46E+07,31999265.4564281
-21.43,0.8172043011,1668054.10691615,6.82E+03,1.6993861491,1.3877,2.103,0.3116861491,0.4036138509,2142.2934502661,2384.9847709328,102164011.446727,3.71E+07,33578215.9208869
-21.86,0.8279569892,1723405.23903218,7.04E+03,1.7600107709,1.4572,2.1551,0.3028107709,0.3950892291,2171.1049974733,2406.1984969151,105554125.515356,3.75E+07,34087418.9762117
-21.92,0.8387096774,1787140.52264853,7.31E+03,1.8245492921,1.4933,2.2631,0.3312492921,0.4385507079,2291.8557545356,2575.4216902372,109457747.237184,4.00E+07,35927019.3366993
-21.92,0.8494623656,1856133.39413548,7.59E+03,1.8935421635,1.5303,2.3192,0.3632421635,0.4256578365,2426.3826517122,2590.384400617,113683382.65459,4.03E+07,37974020.9240494
-22.05,0.8602150538,1928440.03665162,7.88E+03,1.9676501357,1.607,2.4354,0.3606501357,0.4677498643,2479.8946046106,2762.6699091539,118111977.999948,4.29E+07,38865461.4041112
-22.13,0.8709677419,2007331.38286203,8.21E+03,2.0476928434,1.6468,2.5575,0.4008928434,0.5098071566,2644.2510531963,2940.9904043771,122943869.461904,4.56E+07,41357454.7596608
-22.17,0.8817204301,2093754.46231954,8.56E+03,2.1347042204,1.7293,2.6857,0.4054042204,0.5509957796,2725.1822602282,3123.0236052461,128237060.157787,4.84E+07,42665844.8631232
-22.2,0.8924731183,2188617.79852524,8.95E+03,2.2300144002,1.7721,2.8203,0.4579144002,0.5902855998,2934.5136670267,3306.0252559493,134047194.808581,5.12E+07,45831639.5004163
-22.62,0.9032258065,2287185.50767068,9.35E+03,2.3353749158,1.861,2.9617,0.4743749158,0.6263250842,3059.7111566758,3486.6143077303,140084212.746825,5.40E+07,47795660.1406041
-22.8,0.9139784946,2401726.15509068,9.82E+03,2.4531579515,1.9543,3.1102,0.4988579515,0.6570420485,3215.4723042975,3659.8447818468,147099531.953566,5.66E+07,50225637.5723934
-22.83,0.9247311828,2534696.32415535,1.04E+04,2.5866893441,2.0522,3.347,0.5344893441,0.7603106559,3412.5794914577,4065.8789991276,155243611.82368,6.27E+07,53280706.7336198
-23.16,0.935483871,2682254.28723307,1.10E+04,2.7408400239,2.1551,3.6017,0.5857400239,0.8608599761,3667.2208008306,4483.1457426714,164281156.449134,6.90E+07,57187843.1795787
-23.23,0.9462365591,2863073.30906003,1.17E+04,2.9231615807,2.2631,3.8759,0.6600615807,0.9527384193,4007.0264118838,4893.2107909553,175355855.128944,7.52E+07,62377150.4581849
-23.35,0.9569892473,3083550.88643233,1.26E+04,3.146305132,2.4354,4.2743,0.710905132,1.127994868,4314.1659350465,5606.0493421306,188859538.040078,8.60E+07,67160012.728304
-23.44,0.9677419355,3369156.13834712,1.38E+04,3.4339872045,2.5575,4.8302,0.8764872045,1.3962127955,4994.8235357462,6684.6759739175,206352123.025713,1.02E+08,77442351.0507183
-23.77,0.9784946237,3766400.66499857,1.54E+04,3.8394523126,2.8203,5.5937,1.0191523126,1.7542476874,5700.5399203368,8158.5241906663,230682325.625075,1.24E+08,88265601.5941102
-25.37,0.9892473118,4402280.20746418,1.80E+04,4.5325994932,3.1872,7.6873,1.3453994932,3.1547005068,7165.6409479148,13689.1806957504,269628307.404587,2.07E+08,110472236.955915
