,low,mid,high
Cooper_1986,-0.303011566401,-0.680898845196,-1.42648041248
Meyers_1992,0.705769360065,0.213727116585,1.12382268906
DeMott_2010,-0.778196394444,-0.400845676661,-0.445180803537
Niemand_2012,0.900403261185,0.334212332964,1.01591527462
Atkinson_2013,0.0567471571267,-0.992256939411,-2.26146531105
