,low,mid,high
Cooper_1986,-0.671947479248,-2.88285326958,-2.39469790459
Meyers_1992,3.00352740288,-0.240887954831,-12.0135879517
DeMott_2010,5.0748963356,0.509590148926,-6.01774597168
Niemand_2012,0.252934783697,-1.96798455715,-6.22533035278
Atkinson_2013,0.533500671387,1.04033148289,-0.271132141352
