,low,mid,high
Cooper_1986,8.01678466797,-2.59067964554,-1.3231356144
Meyers_1992,12.7964277267,5.18214321136,-22.9923114777
DeMott_2010,10.3838386536,-4.36186313629,-7.43398761749
Niemand_2012,6.51228761673,-14.5421552658,11.552116394
Atkinson_2013,3.75318002701,-3.53749489784,14.1990184784
